Område;Bebyggelsetyp;År;Åldersgrupp;Summa
11201 - Södra Adolf Fredrik;Totalt;2032;65-79 år;666,399539
11201 - Södra Adolf Fredrik;Totalt;2032;80-w;271,4524573
11201 - Södra Adolf Fredrik;Totalt;2033;0 år;50,06201315
11201 - Södra Adolf Fredrik;Totalt;2033;1-5 år;170,1701297
11201 - Södra Adolf Fredrik;Totalt;2033;6-9 år;102,1774846
11201 - Södra Adolf Fredrik;Totalt;2033;10-12 år;76,66907738
11201 - Södra Adolf Fredrik;Totalt;2033;13-15 år;78,06337003
11201 - Södra Adolf Fredrik;Totalt;2033;16-18 år;96,17630488
11201 - Södra Adolf Fredrik;Totalt;2033;19-24 år;274,4429253
11201 - Södra Adolf Fredrik;Totalt;2033;25-44 år;1348,659292
11201 - Södra Adolf Fredrik;Totalt;2033;45-64 år;1018,841341
11201 - Södra Adolf Fredrik;Totalt;2033;65-79 år;655,6769362
11201 - Södra Adolf Fredrik;Totalt;2033;80-w;281,321315
11201 - Södra Adolf Fredrik;Totalt;2034;0 år;49,11881127
11201 - Södra Adolf Fredrik;Totalt;2034;1-5 år;169,2756845
11201 - Södra Adolf Fredrik;Totalt;2034;6-9 år;101,2087125
11201 - Södra Adolf Fredrik;Totalt;2034;10-12 år;72,35670621
11201 - Södra Adolf Fredrik;Totalt;2034;13-15 år;80,46872048
11201 - Södra Adolf Fredrik;Totalt;2034;16-18 år;90,48321735
11201 - Södra Adolf Fredrik;Totalt;2034;19-24 år;274,5238131
11201 - Södra Adolf Fredrik;Totalt;2034;25-44 år;1332,380462
11201 - Södra Adolf Fredrik;Totalt;2034;45-64 år;1005,622735
11201 - Södra Adolf Fredrik;Totalt;2034;65-79 år;657,6740014
11201 - Södra Adolf Fredrik;Totalt;2034;80-w;288,5963724
11202 - Norra Adolf Fredrik;befintlig bebyggelse;2024;0 år;78
11202 - Norra Adolf Fredrik;befintlig bebyggelse;2024;1-5 år;231
11202 - Norra Adolf Fredrik;befintlig bebyggelse;2024;6-9 år;115
11202 - Norra Adolf Fredrik;befintlig bebyggelse;2024;10-12 år;87
11202 - Norra Adolf Fredrik;befintlig bebyggelse;2024;13-15 år;115
11202 - Norra Adolf Fredrik;befintlig bebyggelse;2024;16-18 år;119
11202 - Norra Adolf Fredrik;befintlig bebyggelse;2024;19-24 år;267
11202 - Norra Adolf Fredrik;befintlig bebyggelse;2024;25-44 år;1569
11202 - Norra Adolf Fredrik;befintlig bebyggelse;2024;45-64 år;1111
11202 - Norra Adolf Fredrik;befintlig bebyggelse;2024;65-79 år;509
11202 - Norra Adolf Fredrik;befintlig bebyggelse;2024;80-w;190
11202 - Norra Adolf Fredrik;befintlig bebyggelse;2025;0 år;73,45606566
11202 - Norra Adolf Fredrik;befintlig bebyggelse;2025;1-5 år;236,9846691
11202 - Norra Adolf Fredrik;befintlig bebyggelse;2025;6-9 år;124,1471846
11202 - Norra Adolf Fredrik;befintlig bebyggelse;2025;10-12 år;81,77842928
11202 - Norra Adolf Fredrik;befintlig bebyggelse;2025;13-15 år;114,1540521
11202 - Norra Adolf Fredrik;befintlig bebyggelse;2025;16-18 år;114,0996655
11202 - Norra Adolf Fredrik;befintlig bebyggelse;2025;19-24 år;271,3872113
11202 - Norra Adolf Fredrik;befintlig bebyggelse;2025;25-44 år;1545,313176
11202 - Norra Adolf Fredrik;befintlig bebyggelse;2025;45-64 år;1104,402096
11202 - Norra Adolf Fredrik;befintlig bebyggelse;2025;65-79 år;527,2956436
11202 - Norra Adolf Fredrik;befintlig bebyggelse;2025;80-w;198,0762991
11202 - Norra Adolf Fredrik;befintlig bebyggelse;2026;0 år;69,17607163
11202 - Norra Adolf Fredrik;befintlig bebyggelse;2026;1-5 år;241,1079704
11202 - Norra Adolf Fredrik;befintlig bebyggelse;2026;6-9 år;124,778556
11202 - Norra Adolf Fredrik;befintlig bebyggelse;2026;10-12 år;87,30892822
11202 - Norra Adolf Fredrik;befintlig bebyggelse;2026;13-15 år;100,734751
11202 - Norra Adolf Fredrik;befintlig bebyggelse;2026;16-18 år;122,1548018
11202 - Norra Adolf Fredrik;befintlig bebyggelse;2026;19-24 år;273,6471279
11202 - Norra Adolf Fredrik;befintlig bebyggelse;2026;25-44 år;1517,521728
11202 - Norra Adolf Fredrik;befintlig bebyggelse;2026;45-64 år;1125,218744
11202 - Norra Adolf Fredrik;befintlig bebyggelse;2026;65-79 år;513,1054992
11202 - Norra Adolf Fredrik;befintlig bebyggelse;2026;80-w;218,4549023
11202 - Norra Adolf Fredrik;befintlig bebyggelse;2027;0 år;68,43467211
11202 - Norra Adolf Fredrik;befintlig bebyggelse;2027;1-5 år;237,7866946
11202 - Norra Adolf Fredrik;befintlig bebyggelse;2027;6-9 år;129,2417182
11202 - Norra Adolf Fredrik;befintlig bebyggelse;2027;10-12 år;84,43356305
11202 - Norra Adolf Fredrik;befintlig bebyggelse;2027;13-15 år;94,02155608
11202 - Norra Adolf Fredrik;befintlig bebyggelse;2027;16-18 år;121,6017416
11202 - Norra Adolf Fredrik;befintlig bebyggelse;2027;19-24 år;279,8101295
11202 - Norra Adolf Fredrik;befintlig bebyggelse;2027;25-44 år;1504,179183
11202 - Norra Adolf Fredrik;befintlig bebyggelse;2027;45-64 år;1133,488882
11202 - Norra Adolf Fredrik;befintlig bebyggelse;2027;65-79 år;507,0152142
11202 - Norra Adolf Fredrik;befintlig bebyggelse;2027;80-w;233,4564577
11202 - Norra Adolf Fredrik;befintlig bebyggelse;2028;0 år;67,37277149
11202 - Norra Adolf Fredrik;befintlig bebyggelse;2028;1-5 år;233,992297
11202 - Norra Adolf Fredrik;befintlig bebyggelse;2028;6-9 år;131,2779946
11202 - Norra Adolf Fredrik;befintlig bebyggelse;2028;10-12 år;86,5563424
11202 - Norra Adolf Fredrik;befintlig bebyggelse;2028;13-15 år;88,99079247
11202 - Norra Adolf Fredrik;befintlig bebyggelse;2028;16-18 år;121,0528913
11202 - Norra Adolf Fredrik;befintlig bebyggelse;2028;19-24 år;277,6783888
11202 - Norra Adolf Fredrik;befintlig bebyggelse;2028;25-44 år;1495,166858
11202 - Norra Adolf Fredrik;befintlig bebyggelse;2028;45-64 år;1134,064433
11202 - Norra Adolf Fredrik;befintlig bebyggelse;2028;65-79 år;512,5371471
11202 - Norra Adolf Fredrik;befintlig bebyggelse;2028;80-w;238,6582447
11202 - Norra Adolf Fredrik;befintlig bebyggelse;2029;0 år;67,26494064
11202 - Norra Adolf Fredrik;befintlig bebyggelse;2029;1-5 år;231,9348081
11202 - Norra Adolf Fredrik;befintlig bebyggelse;2029;6-9 år;126,3791759
11202 - Norra Adolf Fredrik;befintlig bebyggelse;2029;10-12 år;89,39525051
11202 - Norra Adolf Fredrik;befintlig bebyggelse;2029;13-15 år;92,77754013
11202 - Norra Adolf Fredrik;befintlig bebyggelse;2029;16-18 år;109,6784846
11202 - Norra Adolf Fredrik;befintlig bebyggelse;2029;19-24 år;283,6500299
11202 - Norra Adolf Fredrik;befintlig bebyggelse;2029;25-44 år;1479,113072
11202 - Norra Adolf Fredrik;befintlig bebyggelse;2029;45-64 år;1115,789879
11202 - Norra Adolf Fredrik;befintlig bebyggelse;2029;65-79 år;532,9362199
11202 - Norra Adolf Fredrik;befintlig bebyggelse;2029;80-w;249,9742178
11202 - Norra Adolf Fredrik;befintlig bebyggelse;2030;0 år;66,97742389
11202 - Norra Adolf Fredrik;befintlig bebyggelse;2030;1-5 år;224,9865971
11202 - Norra Adolf Fredrik;befintlig bebyggelse;2030;6-9 år;128,981149
11202 - Norra Adolf Fredrik;befintlig bebyggelse;2030;10-12 år;90,16779971
11202 - Norra Adolf Fredrik;befintlig bebyggelse;2030;13-15 år;89,76576621
11202 - Norra Adolf Fredrik;befintlig bebyggelse;2030;16-18 år;104,1887164
11202 - Norra Adolf Fredrik;befintlig bebyggelse;2030;19-24 år;287,0677291
11202 - Norra Adolf Fredrik;befintlig bebyggelse;2030;25-44 år;1463,862372
11202 - Norra Adolf Fredrik;befintlig bebyggelse;2030;45-64 år;1111,319491
11202 - Norra Adolf Fredrik;befintlig bebyggelse;2030;65-79 år;535,0244908
11202 - Norra Adolf Fredrik;befintlig bebyggelse;2030;80-w;262,9717987
11202 - Norra Adolf Fredrik;befintlig bebyggelse;2031;0 år;66,43964534
11202 - Norra Adolf Fredrik;befintlig bebyggelse;2031;1-5 år;220,0524007
11202 - Norra Adolf Fredrik;befintlig bebyggelse;2031;6-9 år;126,6450292
11202 - Norra Adolf Fredrik;befintlig bebyggelse;2031;10-12 år;92,39992292
11202 - Norra Adolf Fredrik;befintlig bebyggelse;2031;13-15 år;90,91887841
11202 - Norra Adolf Fredrik;befintlig bebyggelse;2031;16-18 år;99,56858731
11202 - Norra Adolf Fredrik;befintlig bebyggelse;2031;19-24 år;283,3338548
11202 - Norra Adolf Fredrik;befintlig bebyggelse;2031;25-44 år;1449,63998
11202 - Norra Adolf Fredrik;befintlig bebyggelse;2031;45-64 år;1101,97251
11202 - Norra Adolf Fredrik;befintlig bebyggelse;2031;65-79 år;553,7347097
11202 - Norra Adolf Fredrik;befintlig bebyggelse;2031;80-w;261,5129283
11202 - Norra Adolf Fredrik;befintlig bebyggelse;2032;0 år;66,08735759
11202 - Norra Adolf Fredrik;befintlig bebyggelse;2032;1-5 år;216,344217
11202 - Norra Adolf Fredrik;befintlig bebyggelse;2032;6-9 år;124,5408223
11202 - Norra Adolf Fredrik;befintlig bebyggelse;2032;10-12 år;89,3778217
11202 - Norra Adolf Fredrik;befintlig bebyggelse;2032;13-15 år;92,5434838
11202 - Norra Adolf Fredrik;befintlig bebyggelse;2032;16-18 år;102,0869653
11202 - Norra Adolf Fredrik;befintlig bebyggelse;2032;19-24 år;276,2372457
11202 - Norra Adolf Fredrik;befintlig bebyggelse;2032;25-44 år;1429,051469
11202 - Norra Adolf Fredrik;befintlig bebyggelse;2032;45-64 år;1091,942522
11202 - Norra Adolf Fredrik;befintlig bebyggelse;2032;65-79 år;574,9098622
11202 - Norra Adolf Fredrik;befintlig bebyggelse;2032;80-w;263,4368166
11202 - Norra Adolf Fredrik;befintlig bebyggelse;2033;0 år;65,92506176
11202 - Norra Adolf Fredrik;befintlig bebyggelse;2033;1-5 år;213,4335701
11202 - Norra Adolf Fredrik;befintlig bebyggelse;2033;6-9 år;123,3040746
11202 - Norra Adolf Fredrik;befintlig bebyggelse;2033;10-12 år;87,49725585
11202 - Norra Adolf Fredrik;befintlig bebyggelse;2033;13-15 år;92,56326051
11202 - Norra Adolf Fredrik;befintlig bebyggelse;2033;16-18 år;98,80050537
11202 - Norra Adolf Fredrik;befintlig bebyggelse;2033;19-24 år;272,769336
11202 - Norra Adolf Fredrik;befintlig bebyggelse;2033;25-44 år;1412,312558
11202 - Norra Adolf Fredrik;befintlig bebyggelse;2033;45-64 år;1089,101043
11202 - Norra Adolf Fredrik;befintlig bebyggelse;2033;65-79 år;585,0045448
11202 - Norra Adolf Fredrik;befintlig bebyggelse;2033;80-w;266,7339785
11202 - Norra Adolf Fredrik;befintlig bebyggelse;2034;0 år;64,58461829
11202 - Norra Adolf Fredrik;befintlig bebyggelse;2034;1-5 år;211,4325125
11202 - Norra Adolf Fredrik;befintlig bebyggelse;2034;6-9 år;118,8532893
11202 - Norra Adolf Fredrik;befintlig bebyggelse;2034;10-12 år;86,03831592
11202 - Norra Adolf Fredrik;befintlig bebyggelse;2034;13-15 år;94,22962763
11202 - Norra Adolf Fredrik;befintlig bebyggelse;2034;16-18 år;99,46207901
11202 - Norra Adolf Fredrik;befintlig bebyggelse;2034;19-24 år;266,396859
11202 - Norra Adolf Fredrik;befintlig bebyggelse;2034;25-44 år;1395,417321
11202 - Norra Adolf Fredrik;befintlig bebyggelse;2034;45-64 år;1087,998535
11202 - Norra Adolf Fredrik;befintlig bebyggelse;2034;65-79 år;596,0769391
11202 - Norra Adolf Fredrik;befintlig bebyggelse;2034;80-w;266,6875365
11202 - Norra Adolf Fredrik;nybyggnation;2024;0 år;0
11202 - Norra Adolf Fredrik;nybyggnation;2024;1-5 år;0
11202 - Norra Adolf Fredrik;nybyggnation;2024;6-9 år;0
11202 - Norra Adolf Fredrik;nybyggnation;2024;10-12 år;0
11202 - Norra Adolf Fredrik;nybyggnation;2024;13-15 år;0
11202 - Norra Adolf Fredrik;nybyggnation;2024;16-18 år;0
11202 - Norra Adolf Fredrik;nybyggnation;2024;19-24 år;0
11202 - Norra Adolf Fredrik;nybyggnation;2024;25-44 år;0
11202 - Norra Adolf Fredrik;nybyggnation;2024;45-64 år;0
11202 - Norra Adolf Fredrik;nybyggnation;2024;65-79 år;0
11202 - Norra Adolf Fredrik;nybyggnation;2024;80-w;0
11202 - Norra Adolf Fredrik;nybyggnation;2025;0 år;0
11202 - Norra Adolf Fredrik;nybyggnation;2025;1-5 år;0
11202 - Norra Adolf Fredrik;nybyggnation;2025;6-9 år;0
11202 - Norra Adolf Fredrik;nybyggnation;2025;10-12 år;0
11202 - Norra Adolf Fredrik;nybyggnation;2025;13-15 år;0
11202 - Norra Adolf Fredrik;nybyggnation;2025;16-18 år;0
11202 - Norra Adolf Fredrik;nybyggnation;2025;19-24 år;0
11202 - Norra Adolf Fredrik;nybyggnation;2025;25-44 år;0
11202 - Norra Adolf Fredrik;nybyggnation;2025;45-64 år;0
11202 - Norra Adolf Fredrik;nybyggnation;2025;65-79 år;0
11202 - Norra Adolf Fredrik;nybyggnation;2025;80-w;0
11202 - Norra Adolf Fredrik;nybyggnation;2026;0 år;0
11202 - Norra Adolf Fredrik;nybyggnation;2026;1-5 år;0
11202 - Norra Adolf Fredrik;nybyggnation;2026;6-9 år;0
11202 - Norra Adolf Fredrik;nybyggnation;2026;10-12 år;0
11202 - Norra Adolf Fredrik;nybyggnation;2026;13-15 år;0
11202 - Norra Adolf Fredrik;nybyggnation;2026;16-18 år;0
11202 - Norra Adolf Fredrik;nybyggnation;2026;19-24 år;0
11202 - Norra Adolf Fredrik;nybyggnation;2026;25-44 år;0
11202 - Norra Adolf Fredrik;nybyggnation;2026;45-64 år;0
11202 - Norra Adolf Fredrik;nybyggnation;2026;65-79 år;0
11202 - Norra Adolf Fredrik;nybyggnation;2026;80-w;0
11202 - Norra Adolf Fredrik;nybyggnation;2027;0 år;0
11202 - Norra Adolf Fredrik;nybyggnation;2027;1-5 år;0
11202 - Norra Adolf Fredrik;nybyggnation;2027;6-9 år;0
11202 - Norra Adolf Fredrik;nybyggnation;2027;10-12 år;0
11202 - Norra Adolf Fredrik;nybyggnation;2027;13-15 år;0
11202 - Norra Adolf Fredrik;nybyggnation;2027;16-18 år;0
11202 - Norra Adolf Fredrik;nybyggnation;2027;19-24 år;0
11202 - Norra Adolf Fredrik;nybyggnation;2027;25-44 år;0
11202 - Norra Adolf Fredrik;nybyggnation;2027;45-64 år;0
11202 - Norra Adolf Fredrik;nybyggnation;2027;65-79 år;0
11202 - Norra Adolf Fredrik;nybyggnation;2027;80-w;0
11202 - Norra Adolf Fredrik;nybyggnation;2028;0 år;0
11202 - Norra Adolf Fredrik;nybyggnation;2028;1-5 år;0
11202 - Norra Adolf Fredrik;nybyggnation;2028;6-9 år;0
11202 - Norra Adolf Fredrik;nybyggnation;2028;10-12 år;0
11202 - Norra Adolf Fredrik;nybyggnation;2028;13-15 år;0
11202 - Norra Adolf Fredrik;nybyggnation;2028;16-18 år;0
11202 - Norra Adolf Fredrik;nybyggnation;2028;19-24 år;0
11202 - Norra Adolf Fredrik;nybyggnation;2028;25-44 år;0
11202 - Norra Adolf Fredrik;nybyggnation;2028;45-64 år;0
11202 - Norra Adolf Fredrik;nybyggnation;2028;65-79 år;0
11202 - Norra Adolf Fredrik;nybyggnation;2028;80-w;0
11202 - Norra Adolf Fredrik;nybyggnation;2029;0 år;0
11202 - Norra Adolf Fredrik;nybyggnation;2029;1-5 år;0
11202 - Norra Adolf Fredrik;nybyggnation;2029;6-9 år;0
11202 - Norra Adolf Fredrik;nybyggnation;2029;10-12 år;0
11202 - Norra Adolf Fredrik;nybyggnation;2029;13-15 år;0
11202 - Norra Adolf Fredrik;nybyggnation;2029;16-18 år;0
11202 - Norra Adolf Fredrik;nybyggnation;2029;19-24 år;0
11202 - Norra Adolf Fredrik;nybyggnation;2029;25-44 år;0
11202 - Norra Adolf Fredrik;nybyggnation;2029;45-64 år;0
11202 - Norra Adolf Fredrik;nybyggnation;2029;65-79 år;0
11202 - Norra Adolf Fredrik;nybyggnation;2029;80-w;0
11202 - Norra Adolf Fredrik;nybyggnation;2030;0 år;0
11202 - Norra Adolf Fredrik;nybyggnation;2030;1-5 år;0
11202 - Norra Adolf Fredrik;nybyggnation;2030;6-9 år;0
11202 - Norra Adolf Fredrik;nybyggnation;2030;10-12 år;0
11202 - Norra Adolf Fredrik;nybyggnation;2030;13-15 år;0
11202 - Norra Adolf Fredrik;nybyggnation;2030;16-18 år;0
11202 - Norra Adolf Fredrik;nybyggnation;2030;19-24 år;0
11202 - Norra Adolf Fredrik;nybyggnation;2030;25-44 år;0
11202 - Norra Adolf Fredrik;nybyggnation;2030;45-64 år;0
11202 - Norra Adolf Fredrik;nybyggnation;2030;65-79 år;0
11202 - Norra Adolf Fredrik;nybyggnation;2030;80-w;0
11202 - Norra Adolf Fredrik;nybyggnation;2031;0 år;0
11202 - Norra Adolf Fredrik;nybyggnation;2031;1-5 år;0
11202 - Norra Adolf Fredrik;nybyggnation;2031;6-9 år;0
11202 - Norra Adolf Fredrik;nybyggnation;2031;10-12 år;0
11202 - Norra Adolf Fredrik;nybyggnation;2031;13-15 år;0
11202 - Norra Adolf Fredrik;nybyggnation;2031;16-18 år;0
11202 - Norra Adolf Fredrik;nybyggnation;2031;19-24 år;0
11202 - Norra Adolf Fredrik;nybyggnation;2031;25-44 år;0
11202 - Norra Adolf Fredrik;nybyggnation;2031;45-64 år;0
11202 - Norra Adolf Fredrik;nybyggnation;2031;65-79 år;0
11202 - Norra Adolf Fredrik;nybyggnation;2031;80-w;0
11202 - Norra Adolf Fredrik;nybyggnation;2032;0 år;0
11202 - Norra Adolf Fredrik;nybyggnation;2032;1-5 år;0
11202 - Norra Adolf Fredrik;nybyggnation;2032;6-9 år;0
11202 - Norra Adolf Fredrik;nybyggnation;2032;10-12 år;0
11202 - Norra Adolf Fredrik;nybyggnation;2032;13-15 år;0
11202 - Norra Adolf Fredrik;nybyggnation;2032;16-18 år;0
11202 - Norra Adolf Fredrik;nybyggnation;2032;19-24 år;0
11202 - Norra Adolf Fredrik;nybyggnation;2032;25-44 år;0
11202 - Norra Adolf Fredrik;nybyggnation;2032;45-64 år;0
11202 - Norra Adolf Fredrik;nybyggnation;2032;65-79 år;0
11202 - Norra Adolf Fredrik;nybyggnation;2032;80-w;0
11202 - Norra Adolf Fredrik;nybyggnation;2033;0 år;0
11202 - Norra Adolf Fredrik;nybyggnation;2033;1-5 år;0
11202 - Norra Adolf Fredrik;nybyggnation;2033;6-9 år;0
11202 - Norra Adolf Fredrik;nybyggnation;2033;10-12 år;0
11202 - Norra Adolf Fredrik;nybyggnation;2033;13-15 år;0
11202 - Norra Adolf Fredrik;nybyggnation;2033;16-18 år;0
11202 - Norra Adolf Fredrik;nybyggnation;2033;19-24 år;0
11202 - Norra Adolf Fredrik;nybyggnation;2033;25-44 år;0
11202 - Norra Adolf Fredrik;nybyggnation;2033;45-64 år;0
11202 - Norra Adolf Fredrik;nybyggnation;2033;65-79 år;0
11202 - Norra Adolf Fredrik;nybyggnation;2033;80-w;0
11202 - Norra Adolf Fredrik;nybyggnation;2034;0 år;0
11202 - Norra Adolf Fredrik;nybyggnation;2034;1-5 år;0
11202 - Norra Adolf Fredrik;nybyggnation;2034;6-9 år;0
11202 - Norra Adolf Fredrik;nybyggnation;2034;10-12 år;0
11202 - Norra Adolf Fredrik;nybyggnation;2034;13-15 år;0
11202 - Norra Adolf Fredrik;nybyggnation;2034;16-18 år;0
11202 - Norra Adolf Fredrik;nybyggnation;2034;19-24 år;0
11202 - Norra Adolf Fredrik;nybyggnation;2034;25-44 år;0
11202 - Norra Adolf Fredrik;nybyggnation;2034;45-64 år;0
11202 - Norra Adolf Fredrik;nybyggnation;2034;65-79 år;0
11202 - Norra Adolf Fredrik;nybyggnation;2034;80-w;0
11202 - Norra Adolf Fredrik;Totalt;2024;0 år;78
11202 - Norra Adolf Fredrik;Totalt;2024;1-5 år;231
11202 - Norra Adolf Fredrik;Totalt;2024;6-9 år;115
11202 - Norra Adolf Fredrik;Totalt;2024;10-12 år;87
11202 - Norra Adolf Fredrik;Totalt;2024;13-15 år;115
11202 - Norra Adolf Fredrik;Totalt;2024;16-18 år;119
11202 - Norra Adolf Fredrik;Totalt;2024;19-24 år;267
11202 - Norra Adolf Fredrik;Totalt;2024;25-44 år;1569
11202 - Norra Adolf Fredrik;Totalt;2024;45-64 år;1111
11202 - Norra Adolf Fredrik;Totalt;2024;65-79 år;509
11202 - Norra Adolf Fredrik;Totalt;2024;80-w;190
11202 - Norra Adolf Fredrik;Totalt;2025;0 år;73,45606566
11202 - Norra Adolf Fredrik;Totalt;2025;1-5 år;236,9846691
11202 - Norra Adolf Fredrik;Totalt;2025;6-9 år;124,1471846
11202 - Norra Adolf Fredrik;Totalt;2025;10-12 år;81,77842928
11202 - Norra Adolf Fredrik;Totalt;2025;13-15 år;114,1540521
11202 - Norra Adolf Fredrik;Totalt;2025;16-18 år;114,0996655
11202 - Norra Adolf Fredrik;Totalt;2025;19-24 år;271,3872113
11202 - Norra Adolf Fredrik;Totalt;2025;25-44 år;1545,313176
11202 - Norra Adolf Fredrik;Totalt;2025;45-64 år;1104,402096
11202 - Norra Adolf Fredrik;Totalt;2025;65-79 år;527,2956436
11202 - Norra Adolf Fredrik;Totalt;2025;80-w;198,0762991
11202 - Norra Adolf Fredrik;Totalt;2026;0 år;69,17607163
11202 - Norra Adolf Fredrik;Totalt;2026;1-5 år;241,1079704
11202 - Norra Adolf Fredrik;Totalt;2026;6-9 år;124,778556
11202 - Norra Adolf Fredrik;Totalt;2026;10-12 år;87,30892822
11202 - Norra Adolf Fredrik;Totalt;2026;13-15 år;100,734751
11202 - Norra Adolf Fredrik;Totalt;2026;16-18 år;122,1548018
11202 - Norra Adolf Fredrik;Totalt;2026;19-24 år;273,6471279
11202 - Norra Adolf Fredrik;Totalt;2026;25-44 år;1517,521728
11202 - Norra Adolf Fredrik;Totalt;2026;45-64 år;1125,218744
11202 - Norra Adolf Fredrik;Totalt;2026;65-79 år;513,1054992
11202 - Norra Adolf Fredrik;Totalt;2026;80-w;218,4549023
11202 - Norra Adolf Fredrik;Totalt;2027;0 år;68,43467211
11202 - Norra Adolf Fredrik;Totalt;2027;1-5 år;237,7866946
11202 - Norra Adolf Fredrik;Totalt;2027;6-9 år;129,2417182
11202 - Norra Adolf Fredrik;Totalt;2027;10-12 år;84,43356305
11202 - Norra Adolf Fredrik;Totalt;2027;13-15 år;94,02155608
11202 - Norra Adolf Fredrik;Totalt;2027;16-18 år;121,6017416
11202 - Norra Adolf Fredrik;Totalt;2027;19-24 år;279,8101295
11202 - Norra Adolf Fredrik;Totalt;2027;25-44 år;1504,179183
11202 - Norra Adolf Fredrik;Totalt;2027;45-64 år;1133,488882
11202 - Norra Adolf Fredrik;Totalt;2027;65-79 år;507,0152142
11202 - Norra Adolf Fredrik;Totalt;2027;80-w;233,4564577
11202 - Norra Adolf Fredrik;Totalt;2028;0 år;67,37277149
11202 - Norra Adolf Fredrik;Totalt;2028;1-5 år;233,992297
11202 - Norra Adolf Fredrik;Totalt;2028;6-9 år;131,2779946
11202 - Norra Adolf Fredrik;Totalt;2028;10-12 år;86,5563424
11202 - Norra Adolf Fredrik;Totalt;2028;13-15 år;88,99079247
