Region;Brott;Period;År;Antal;/100 000 inv
Sjöbo kommun;3-7 kap. Brott mot person;År;2020;..;..
Sjöbo kommun;3-7 kap. Brott mot person;År;2021;..;..
Sjöbo kommun;3-7 kap. Brott mot person;År;2022;..;..
Sjöbo kommun;7 kap. Brott mot familj;År;2020;1;5
Sjöbo kommun;7 kap. Brott mot familj;År;2021;1;5
Sjöbo kommun;7 kap. Brott mot familj;År;2022;0;0
Skara kommun;3-7 kap. Brott mot person;År;2020;..;..
Skara kommun;3-7 kap. Brott mot person;År;2021;..;..
Skara kommun;3-7 kap. Brott mot person;År;2022;..;..
Skara kommun;3 kap. Brott mot liv och hälsa;År;2020;162;866
Skara kommun;3 kap. Brott mot liv och hälsa;År;2021;129;689
Skara kommun;3 kap. Brott mot liv och hälsa;År;2022;146;779
Skara kommun;3-7 kap. Brott mot person;År;2020;..;..
Skara kommun;3-7 kap. Brott mot person;År;2021;..;..
Skara kommun;3-7 kap. Brott mot person;År;2022;..;..
Skara kommun;4 kap. Brott mot frihet och frid;År;2020;201;1074
Skara kommun;4 kap. Brott mot frihet och frid;År;2021;247;1319
Skara kommun;4 kap. Brott mot frihet och frid;År;2022;312;1665
Skara kommun;3-7 kap. Brott mot person;År;2020;..;..
Skara kommun;3-7 kap. Brott mot person;År;2021;..;..
Skara kommun;3-7 kap. Brott mot person;År;2022;..;..
Skara kommun;5 kap. Ärekränkningsbrott;År;2020;15;80
Skara kommun;5 kap. Ärekränkningsbrott;År;2021;20;107
Skara kommun;5 kap. Ärekränkningsbrott;År;2022;17;91
Skara kommun;3-7 kap. Brott mot person;År;2020;..;..
Skara kommun;3-7 kap. Brott mot person;År;2021;..;..
Skara kommun;3-7 kap. Brott mot person;År;2022;..;..
Skara kommun;6 kap. Sexualbrott;År;2020;17;91
Skara kommun;6 kap. Sexualbrott;År;2021;95;507
Skara kommun;6 kap. Sexualbrott;År;2022;25;133
Skara kommun;3-7 kap. Brott mot person;År;2020;..;..
Skara kommun;3-7 kap. Brott mot person;År;2021;..;..
Skara kommun;3-7 kap. Brott mot person;År;2022;..;..
Skara kommun;7 kap. Brott mot familj;År;2020;3;16
Skara kommun;7 kap. Brott mot familj;År;2021;1;5
Skara kommun;7 kap. Brott mot familj;År;2022;2;11
Skellefteå kommun;3-7 kap. Brott mot person;År;2020;..;..
Skellefteå kommun;3-7 kap. Brott mot person;År;2021;..;..
Skellefteå kommun;3-7 kap. Brott mot person;År;2022;..;..
Skellefteå kommun;3 kap. Brott mot liv och hälsa;År;2020;440;604
Skellefteå kommun;3 kap. Brott mot liv och hälsa;År;2021;499;682
Skellefteå kommun;3 kap. Brott mot liv och hälsa;År;2022;548;742
Skellefteå kommun;3-7 kap. Brott mot person;År;2020;..;..
Skellefteå kommun;3-7 kap. Brott mot person;År;2021;..;..
Skellefteå kommun;3-7 kap. Brott mot person;År;2022;..;..
Skellefteå kommun;4 kap. Brott mot frihet och frid;År;2020;691;949
Skellefteå kommun;4 kap. Brott mot frihet och frid;År;2021;739;1011
Skellefteå kommun;4 kap. Brott mot frihet och frid;År;2022;730;988
Skellefteå kommun;3-7 kap. Brott mot person;År;2020;..;..
Skellefteå kommun;3-7 kap. Brott mot person;År;2021;..;..
Skellefteå kommun;3-7 kap. Brott mot person;År;2022;..;..
Skellefteå kommun;5 kap. Ärekränkningsbrott;År;2020;62;85
Skellefteå kommun;5 kap. Ärekränkningsbrott;År;2021;72;98
Skellefteå kommun;5 kap. Ärekränkningsbrott;År;2022;47;64
Skellefteå kommun;3-7 kap. Brott mot person;År;2020;..;..
Skellefteå kommun;3-7 kap. Brott mot person;År;2021;..;..
Skellefteå kommun;3-7 kap. Brott mot person;År;2022;..;..
Skellefteå kommun;6 kap. Sexualbrott;År;2020;170;233
Skellefteå kommun;6 kap. Sexualbrott;År;2021;157;215
Skellefteå kommun;6 kap. Sexualbrott;År;2022;185;250
Skellefteå kommun;3-7 kap. Brott mot person;År;2020;..;..
Skellefteå kommun;3-7 kap. Brott mot person;År;2021;..;..
Skellefteå kommun;3-7 kap. Brott mot person;År;2022;..;..
Skellefteå kommun;7 kap. Brott mot familj;År;2020;5;7
Skellefteå kommun;7 kap. Brott mot familj;År;2021;4;5
Skellefteå kommun;7 kap. Brott mot familj;År;2022;6;8
Skinnskatteberg kommun;3-7 kap. Brott mot person;År;2020;..;..
Skinnskatteberg kommun;3-7 kap. Brott mot person;År;2021;..;..
Skinnskatteberg kommun;3-7 kap. Brott mot person;År;2022;..;..
Skinnskatteberg kommun;3 kap. Brott mot liv och hälsa;År;2020;77;1762
Skinnskatteberg kommun;3 kap. Brott mot liv och hälsa;År;2021;32;732
Skinnskatteberg kommun;3 kap. Brott mot liv och hälsa;År;2022;55;1254
Skinnskatteberg kommun;3-7 kap. Brott mot person;År;2020;..;..
Skinnskatteberg kommun;3-7 kap. Brott mot person;År;2021;..;..
Skinnskatteberg kommun;3-7 kap. Brott mot person;År;2022;..;..
Skinnskatteberg kommun;4 kap. Brott mot frihet och frid;År;2020;80;1831
Skinnskatteberg kommun;4 kap. Brott mot frihet och frid;År;2021;65;1487
Skinnskatteberg kommun;4 kap. Brott mot frihet och frid;År;2022;79;1801
Skinnskatteberg kommun;3-7 kap. Brott mot person;År;2020;..;..
Skinnskatteberg kommun;3-7 kap. Brott mot person;År;2021;..;..
Skinnskatteberg kommun;3-7 kap. Brott mot person;År;2022;..;..
Skinnskatteberg kommun;5 kap. Ärekränkningsbrott;År;2020;6;137
Skinnskatteberg kommun;5 kap. Ärekränkningsbrott;År;2021;3;69
Skinnskatteberg kommun;5 kap. Ärekränkningsbrott;År;2022;8;182
Skinnskatteberg kommun;3-7 kap. Brott mot person;År;2020;..;..
Skinnskatteberg kommun;3-7 kap. Brott mot person;År;2021;..;..
Skinnskatteberg kommun;3-7 kap. Brott mot person;År;2022;..;..
Skinnskatteberg kommun;6 kap. Sexualbrott;År;2020;7;160
Skinnskatteberg kommun;6 kap. Sexualbrott;År;2021;3;69
Skinnskatteberg kommun;6 kap. Sexualbrott;År;2022;13;296
Skinnskatteberg kommun;3-7 kap. Brott mot person;År;2020;..;..
Skinnskatteberg kommun;3-7 kap. Brott mot person;År;2021;..;..
Skinnskatteberg kommun;3-7 kap. Brott mot person;År;2022;..;..
Skinnskatteberg kommun;7 kap. Brott mot familj;År;2020;2;46
Skinnskatteberg kommun;7 kap. Brott mot familj;År;2021;1;23
Skinnskatteberg kommun;7 kap. Brott mot familj;År;2022;1;23
Skurup kommun;3-7 kap. Brott mot person;År;2020;..;..
Skurup kommun;3-7 kap. Brott mot person;År;2021;..;..
Skurup kommun;3-7 kap. Brott mot person;År;2022;..;..
Skurup kommun;3 kap. Brott mot liv och hälsa;År;2020;117;730
Skurup kommun;3 kap. Brott mot liv och hälsa;År;2021;205;1264
Skurup kommun;3 kap. Brott mot liv och hälsa;År;2022;132;796
Skurup kommun;3-7 kap. Brott mot person;År;2020;..;..
Skurup kommun;3-7 kap. Brott mot person;År;2021;..;..
Skurup kommun;3-7 kap. Brott mot person;År;2022;..;..
Skurup kommun;4 kap. Brott mot frihet och frid;År;2020;214;1334
Skurup kommun;4 kap. Brott mot frihet och frid;År;2021;219;1350
Skurup kommun;4 kap. Brott mot frihet och frid;År;2022;202;1219
Skurup kommun;3-7 kap. Brott mot person;År;2020;..;..
Skurup kommun;3-7 kap. Brott mot person;År;2021;..;..
Skurup kommun;3-7 kap. Brott mot person;År;2022;..;..
Skurup kommun;5 kap. Ärekränkningsbrott;År;2020;28;175
Skurup kommun;5 kap. Ärekränkningsbrott;År;2021;18;111
Skurup kommun;5 kap. Ärekränkningsbrott;År;2022;19;115
Skurup kommun;3-7 kap. Brott mot person;År;2020;..;..
Skurup kommun;3-7 kap. Brott mot person;År;2021;..;..
Skurup kommun;3-7 kap. Brott mot person;År;2022;..;..
Skurup kommun;6 kap. Sexualbrott;År;2020;30;187
Skurup kommun;6 kap. Sexualbrott;År;2021;24;148
Skurup kommun;6 kap. Sexualbrott;År;2022;25;151
Skurup kommun;3-7 kap. Brott mot person;År;2020;..;..
Skurup kommun;3-7 kap. Brott mot person;År;2021;..;..
Skurup kommun;3-7 kap. Brott mot person;År;2022;..;..
Skurup kommun;7 kap. Brott mot familj;År;2020;0;0
Skurup kommun;7 kap. Brott mot familj;År;2021;0;0
Skurup kommun;7 kap. Brott mot familj;År;2022;5;30
Skövde kommun;3-7 kap. Brott mot person;År;2020;..;..
Skövde kommun;3-7 kap. Brott mot person;År;2021;..;..
Skövde kommun;3-7 kap. Brott mot person;År;2022;..;..
Skövde kommun;3 kap. Brott mot liv och hälsa;År;2020;398;701
Skövde kommun;3 kap. Brott mot liv och hälsa;År;2021;412;724
Skövde kommun;3 kap. Brott mot liv och hälsa;År;2022;380;664
Skövde kommun;3-7 kap. Brott mot person;År;2020;..;..
Skövde kommun;3-7 kap. Brott mot person;År;2021;..;..
Skövde kommun;3-7 kap. Brott mot person;År;2022;..;..
Skövde kommun;4 kap. Brott mot frihet och frid;År;2020;655;1153
Skövde kommun;4 kap. Brott mot frihet och frid;År;2021;644;1132
Skövde kommun;4 kap. Brott mot frihet och frid;År;2022;576;1006
Skövde kommun;3-7 kap. Brott mot person;År;2020;..;..
Skövde kommun;3-7 kap. Brott mot person;År;2021;..;..
Skövde kommun;3-7 kap. Brott mot person;År;2022;..;..
Skövde kommun;5 kap. Ärekränkningsbrott;År;2020;80;141
Skövde kommun;5 kap. Ärekränkningsbrott;År;2021;44;77
Skövde kommun;5 kap. Ärekränkningsbrott;År;2022;34;59
Skövde kommun;3-7 kap. Brott mot person;År;2020;..;..
Skövde kommun;3-7 kap. Brott mot person;År;2021;..;..
Skövde kommun;3-7 kap. Brott mot person;År;2022;..;..
Skövde kommun;6 kap. Sexualbrott;År;2020;177;312
Skövde kommun;6 kap. Sexualbrott;År;2021;156;274
Skövde kommun;6 kap. Sexualbrott;År;2022;103;180
Skövde kommun;3-7 kap. Brott mot person;År;2020;..;..
Skövde kommun;3-7 kap. Brott mot person;År;2021;..;..
Skövde kommun;3-7 kap. Brott mot person;År;2022;..;..
Skövde kommun;7 kap. Brott mot familj;År;2020;5;9
Skövde kommun;7 kap. Brott mot familj;År;2021;4;7
Skövde kommun;7 kap. Brott mot familj;År;2022;3;5
Smedjebacken kommun;3-7 kap. Brott mot person;År;2020;..;..
Smedjebacken kommun;3-7 kap. Brott mot person;År;2021;..;..
Smedjebacken kommun;3-7 kap. Brott mot person;År;2022;..;..
Smedjebacken kommun;3 kap. Brott mot liv och hälsa;År;2020;62;572
Smedjebacken kommun;3 kap. Brott mot liv och hälsa;År;2021;53;487
Smedjebacken kommun;3 kap. Brott mot liv och hälsa;År;2022;81;741
Smedjebacken kommun;3-7 kap. Brott mot person;År;2020;..;..
Smedjebacken kommun;3-7 kap. Brott mot person;År;2021;..;..
Smedjebacken kommun;3-7 kap. Brott mot person;År;2022;..;..
Smedjebacken kommun;4 kap. Brott mot frihet och frid;År;2020;69;636
Smedjebacken kommun;4 kap. Brott mot frihet och frid;År;2021;68;625
Smedjebacken kommun;4 kap. Brott mot frihet och frid;År;2022;92;842
Smedjebacken kommun;3-7 kap. Brott mot person;År;2020;..;..
Smedjebacken kommun;3-7 kap. Brott mot person;År;2021;..;..
Smedjebacken kommun;3-7 kap. Brott mot person;År;2022;..;..
Smedjebacken kommun;5 kap. Ärekränkningsbrott;År;2020;2;18
Smedjebacken kommun;5 kap. Ärekränkningsbrott;År;2021;4;37
Smedjebacken kommun;5 kap. Ärekränkningsbrott;År;2022;7;64
Smedjebacken kommun;3-7 kap. Brott mot person;År;2020;..;..
Smedjebacken kommun;3-7 kap. Brott mot person;År;2021;..;..
Smedjebacken kommun;3-7 kap. Brott mot person;År;2022;..;..
Smedjebacken kommun;6 kap. Sexualbrott;År;2020;6;55
Smedjebacken kommun;6 kap. Sexualbrott;År;2021;14;129
Smedjebacken kommun;6 kap. Sexualbrott;År;2022;11;101
Smedjebacken kommun;3-7 kap. Brott mot person;År;2020;..;..
Smedjebacken kommun;3-7 kap. Brott mot person;År;2021;..;..
Smedjebacken kommun;3-7 kap. Brott mot person;År;2022;..;..
Smedjebacken kommun;7 kap. Brott mot familj;År;2020;0;0
Smedjebacken kommun;7 kap. Brott mot familj;År;2021;2;18
Smedjebacken kommun;7 kap. Brott mot familj;År;2022;1;9
Sollefteå kommun;3-7 kap. Brott mot person;År;2020;..;..
Sollefteå kommun;3-7 kap. Brott mot person;År;2021;..;..
Sollefteå kommun;3-7 kap. Brott mot person;År;2022;..;..
Sollefteå kommun;3 kap. Brott mot liv och hälsa;År;2020;157;831
Sollefteå kommun;3 kap. Brott mot liv och hälsa;År;2021;205;1087
Sollefteå kommun;3 kap. Brott mot liv och hälsa;År;2022;187;998
Sollefteå kommun;3-7 kap. Brott mot person;År;2020;..;..
Sollefteå kommun;3-7 kap. Brott mot person;År;2021;..;..
Sollefteå kommun;3-7 kap. Brott mot person;År;2022;..;..
Sollefteå kommun;4 kap. Brott mot frihet och frid;År;2020;293;1551
Sollefteå kommun;4 kap. Brott mot frihet och frid;År;2021;251;1331
Sollefteå kommun;4 kap. Brott mot frihet och frid;År;2022;263;1403
Sollefteå kommun;3-7 kap. Brott mot person;År;2020;..;..
Sollefteå kommun;3-7 kap. Brott mot person;År;2021;..;..
Sollefteå kommun;3-7 kap. Brott mot person;År;2022;..;..
Sollefteå kommun;5 kap. Ärekränkningsbrott;År;2020;28;148
Sollefteå kommun;5 kap. Ärekränkningsbrott;År;2021;23;122
Sollefteå kommun;5 kap. Ärekränkningsbrott;År;2022;11;59
Sollefteå kommun;3-7 kap. Brott mot person;År;2020;..;..
Sollefteå kommun;3-7 kap. Brott mot person;År;2021;..;..
Sollefteå kommun;3-7 kap. Brott mot person;År;2022;..;..
Sollefteå kommun;6 kap. Sexualbrott;År;2020;52;275
Sollefteå kommun;6 kap. Sexualbrott;År;2021;38;202
Sollefteå kommun;6 kap. Sexualbrott;År;2022;35;187
Sollefteå kommun;3-7 kap. Brott mot person;År;2020;..;..
Sollefteå kommun;3-7 kap. Brott mot person;År;2021;..;..
Sollefteå kommun;3-7 kap. Brott mot person;År;2022;..;..
Sollefteå kommun;7 kap. Brott mot familj;År;2020;2;11
Sollefteå kommun;7 kap. Brott mot familj;År;2021;2;11
Sollefteå kommun;7 kap. Brott mot familj;År;2022;1;5
Sollentuna kommun;3-7 kap. Brott mot person;År;2020;..;..
Sollentuna kommun;3-7 kap. Brott mot person;År;2021;..;..
Sollentuna kommun;3-7 kap. Brott mot person;År;2022;..;..
Sollentuna kommun;3 kap. Brott mot liv och hälsa;År;2020;513;694
Sollentuna kommun;3 kap. Brott mot liv och hälsa;År;2021;480;644
Sollentuna kommun;3 kap. Brott mot liv och hälsa;År;2022;546;722
Sollentuna kommun;3-7 kap. Brott mot person;År;2020;..;..
Sollentuna kommun;3-7 kap. Brott mot person;År;2021;..;..
Sollentuna kommun;3-7 kap. Brott mot person;År;2022;..;..
Sollentuna kommun;4 kap. Brott mot frihet och frid;År;2020;717;969
Sollentuna kommun;4 kap. Brott mot frihet och frid;År;2021;752;1009
Sollentuna kommun;4 kap. Brott mot frihet och frid;År;2022;843;1114
Sollentuna kommun;3-7 kap. Brott mot person;År;2020;..;..
Sollentuna kommun;3-7 kap. Brott mot person;År;2021;..;..
Sollentuna kommun;3-7 kap. Brott mot person;År;2022;..;..
Sollentuna kommun;5 kap. Ärekränkningsbrott;År;2020;52;70
Sollentuna kommun;5 kap. Ärekränkningsbrott;År;2021;38;51
Sollentuna kommun;5 kap. Ärekränkningsbrott;År;2022;49;65
Sollentuna kommun;3-7 kap. Brott mot person;År;2020;..;..
Sollentuna kommun;3-7 kap. Brott mot person;År;2021;..;..
Sollentuna kommun;3-7 kap. Brott mot person;År;2022;..;..
Sollentuna kommun;6 kap. Sexualbrott;År;2020;99;134
Sollentuna kommun;6 kap. Sexualbrott;År;2021;160;215
Sollentuna kommun;6 kap. Sexualbrott;År;2022;175;231
Sollentuna kommun;3-7 kap. Brott mot person;År;2020;..;..
Sollentuna kommun;3-7 kap. Brott mot person;År;2021;..;..
Sollentuna kommun;3-7 kap. Brott mot person;År;2022;..;..
Sollentuna kommun;7 kap. Brott mot familj;År;2020;9;12
Sollentuna kommun;7 kap. Brott mot familj;År;2021;10;13
Sollentuna kommun;7 kap. Brott mot familj;År;2022;9;12
Solna kommun;3-7 kap. Brott mot person;År;2020;..;..
Solna kommun;3-7 kap. Brott mot person;År;2021;..;..
Solna kommun;3-7 kap. Brott mot person;År;2022;..;..
Solna kommun;3 kap. Brott mot liv och hälsa;År;2020;585;703
Solna kommun;3 kap. Brott mot liv och hälsa;År;2021;684;817
Solna kommun;3 kap. Brott mot liv och hälsa;År;2022;692;816
Solna kommun;3-7 kap. Brott mot person;År;2020;..;..
Solna kommun;3-7 kap. Brott mot person;År;2021;..;..
Solna kommun;3-7 kap. Brott mot person;År;2022;..;..
Solna kommun;4 kap. Brott mot frihet och frid;År;2020;870;1045
Solna kommun;4 kap. Brott mot frihet och frid;År;2021;1312;1567
Solna kommun;4 kap. Brott mot frihet och frid;År;2022;1000;1179
Solna kommun;3-7 kap. Brott mot person;År;2020;..;..
Solna kommun;3-7 kap. Brott mot person;År;2021;..;..
Solna kommun;3-7 kap. Brott mot person;År;2022;..;..
Solna kommun;5 kap. Ärekränkningsbrott;År;2020;64;77
Solna kommun;5 kap. Ärekränkningsbrott;År;2021;46;55
Solna kommun;5 kap. Ärekränkningsbrott;År;2022;48;57
Solna kommun;3-7 kap. Brott mot person;År;2020;..;..
Solna kommun;3-7 kap. Brott mot person;År;2021;..;..
Solna kommun;3-7 kap. Brott mot person;År;2022;..;..
Solna kommun;6 kap. Sexualbrott;År;2020;143;172
Solna kommun;6 kap. Sexualbrott;År;2021;154;184
Solna kommun;6 kap. Sexualbrott;År;2022;159;187
Solna kommun;3-7 kap. Brott mot person;År;2020;..;..
Solna kommun;3-7 kap. Brott mot person;År;2021;..;..
Solna kommun;3-7 kap. Brott mot person;År;2022;..;..
Solna kommun;7 kap. Brott mot familj;År;2020;4;5
Solna kommun;7 kap. Brott mot familj;År;2021;4;5
Solna kommun;7 kap. Brott mot familj;År;2022;14;17
Sorsele kommun;3-7 kap. Brott mot person;År;2020;..;..
Sorsele kommun;3-7 kap. Brott mot person;År;2021;..;..
Sorsele kommun;3-7 kap. Brott mot person;År;2022;..;..
Sorsele kommun;3 kap. Brott mot liv och hälsa;År;2020;9;368
Sorsele kommun;3 kap. Brott mot liv och hälsa;År;2021;9;367
Sorsele kommun;3 kap. Brott mot liv och hälsa;År;2022;10;408
Sorsele kommun;3-7 kap. Brott mot person;År;2020;..;..
Sorsele kommun;3-7 kap. Brott mot person;År;2021;..;..
Sorsele kommun;3-7 kap. Brott mot person;År;2022;..;..
Sorsele kommun;4 kap. Brott mot frihet och frid;År;2020;14;573
Sorsele kommun;4 kap. Brott mot frihet och frid;År;2021;33;1346
Sorsele kommun;4 kap. Brott mot frihet och frid;År;2022;20;817
Sorsele kommun;3-7 kap. Brott mot person;År;2020;..;..
Sorsele kommun;3-7 kap. Brott mot person;År;2021;..;..
Sorsele kommun;3-7 kap. Brott mot person;År;2022;..;..
Sorsele kommun;5 kap. Ärekränkningsbrott;År;2020;2;82
Sorsele kommun;5 kap. Ärekränkningsbrott;År;2021;2;82
Sorsele kommun;5 kap. Ärekränkningsbrott;År;2022;3;123
Sorsele kommun;3-7 kap. Brott mot person;År;2020;..;..
Sorsele kommun;3-7 kap. Brott mot person;År;2021;..;..
Sorsele kommun;3-7 kap. Brott mot person;År;2022;..;..
Sorsele kommun;6 kap. Sexualbrott;År;2020;6;246
Sorsele kommun;6 kap. Sexualbrott;År;2021;4;163
Sorsele kommun;6 kap. Sexualbrott;År;2022;1;41
Sorsele kommun;3-7 kap. Brott mot person;År;2020;..;..
Sorsele kommun;3-7 kap. Brott mot person;År;2021;..;..
Sorsele kommun;3-7 kap. Brott mot person;År;2022;..;..
Sorsele kommun;7 kap. Brott mot familj;År;2020;0;0
Sorsele kommun;7 kap. Brott mot familj;År;2021;0;0
Sorsele kommun;7 kap. Brott mot familj;År;2022;0;0
Sotenäs kommun;3-7 kap. Brott mot person;År;2020;..;..
Sotenäs kommun;3-7 kap. Brott mot person;År;2021;..;..
Sotenäs kommun;3-7 kap. Brott mot person;År;2022;..;..
Sotenäs kommun;3 kap. Brott mot liv och hälsa;År;2020;78;856
Sotenäs kommun;3 kap. Brott mot liv och hälsa;År;2021;57;624
Sotenäs kommun;3 kap. Brott mot liv och hälsa;År;2022;63;689
Sotenäs kommun;3-7 kap. Brott mot person;År;2020;..;..
Sotenäs kommun;3-7 kap. Brott mot person;År;2021;..;..
Sotenäs kommun;3-7 kap. Brott mot person;År;2022;..;..
Sotenäs kommun;4 kap. Brott mot frihet och frid;År;2020;86;943
Sotenäs kommun;4 kap. Brott mot frihet och frid;År;2021;85;931
Sotenäs kommun;4 kap. Brott mot frihet och frid;År;2022;63;689
Sotenäs kommun;3-7 kap. Brott mot person;År;2020;..;..
Sotenäs kommun;3-7 kap. Brott mot person;År;2021;..;..
Sotenäs kommun;3-7 kap. Brott mot person;År;2022;..;..
Sotenäs kommun;5 kap. Ärekränkningsbrott;År;2020;3;33
Sotenäs kommun;5 kap. Ärekränkningsbrott;År;2021;3;33
Sotenäs kommun;5 kap. Ärekränkningsbrott;År;2022;4;44
Sotenäs kommun;3-7 kap. Brott mot person;År;2020;..;..
Sotenäs kommun;3-7 kap. Brott mot person;År;2021;..;..
Sotenäs kommun;3-7 kap. Brott mot person;År;2022;..;..
Sotenäs kommun;6 kap. Sexualbrott;År;2020;10;110
Sotenäs kommun;6 kap. Sexualbrott;År;2021;22;241
Sotenäs kommun;6 kap. Sexualbrott;År;2022;23;252
Sotenäs kommun;3-7 kap. Brott mot person;År;2020;..;..
Sotenäs kommun;3-7 kap. Brott mot person;År;2021;..;..
Sotenäs kommun;3-7 kap. Brott mot person;År;2022;..;..
Sotenäs kommun;7 kap. Brott mot familj;År;2020;0;0
Sotenäs kommun;7 kap. Brott mot familj;År;2021;2;22
Sotenäs kommun;7 kap. Brott mot familj;År;2022;0;0
Staffanstorp kommun;3-7 kap. Brott mot person;År;2020;..;..
Staffanstorp kommun;3-7 kap. Brott mot person;År;2021;..;..
Staffanstorp kommun;3-7 kap. Brott mot person;År;2022;..;..
Staffanstorp kommun;3 kap. Brott mot liv och hälsa;År;2020;130;502
Staffanstorp kommun;3 kap. Brott mot liv och hälsa;År;2021;128;491
Staffanstorp kommun;3 kap. Brott mot liv och hälsa;År;2022;160;604
Staffanstorp kommun;3-7 kap. Brott mot person;År;2020;..;..
Staffanstorp kommun;3-7 kap. Brott mot person;År;2021;..;..
Staffanstorp kommun;3-7 kap. Brott mot person;År;2022;..;..
Staffanstorp kommun;4 kap. Brott mot frihet och frid;År;2020;239;924
Staffanstorp kommun;4 kap. Brott mot frihet och frid;År;2021;206;791
Staffanstorp kommun;4 kap. Brott mot frihet och frid;År;2022;283;1068
Staffanstorp kommun;3-7 kap. Brott mot person;År;2020;..;..
