Skolenhetskod,Kommunkod,PeOrgNr,Skolenhetsnamn,Status
25007325,2034,2120002189,"Orsa Lärcentrum, vuxenutb.",Vilande
65813285,1275,2120000910,Central Insamlingsenhet,Vilande
64931106,1484,2120001389,Central Insamlingsenhet,Vilande
75588013,2284,2120002445,Bildningskontoret,Vilande
37005863,2284,2120002445,"Central Insamlingsenhet, enskild verksamhet",Vilande
33209360,1480,2120001355,Guldhedsskolans sär,Vilande
62168527,1980,2120002080,Ro integrerade särskoleelever,Vilande
16472965,1231,2120001025,Ro integrerade särskoleelever,Vilande
40689020,1284,5560354309,Pysslingen Höganäs,Vilande
25833141,1263,2120001074,Särskolan,Vilande
19348206,1261,2120001058,Frans Möllergymnasiet,Vilande
55628203,0180,2120000142,"ESS-gymnasiet 1, grundskolan",Vilande
84710486,2401,2120002536,"Artediskolan, särvux",Vilande
48335202,0180,5565198768,"Lärgården Utbildning AB komvux, SFI",Vilande
55505353,1283,2120001157,Central Insamlingsenhet,Vilande
34635829,0163,2120000134,"Utbildning Silverdal, gy",Vilande
40577779,1481,2120001363,Almåsskolan,Aktiv
15733771,1764,2120001827,Central Insamlingsenhet Kommunal verksamhet,Vilande
75050187,1480,2120001355,Landamäreskolan F-7,Vilande
65063794,1491,2120001579,Tingsholmsgymnasiet 3,Vilande
84587455,1480,2120001355,"JENSEN Educ. School AB, komvux",Vilande
76344061,2039,2120002197,"Älvdalens kommun, komvux",Vilande
16771700,2039,2120002197,"Älvdalens kommun, SFI",Vilande
27012106,1267,5568052863,Frostagymnasiet,Vilande
97506301,0764,8024228663,Byskolan Blenda,Vilande
68431512,0180,2120000142,SFI-Västerort/vux,Vilande
38147009,2262,2120002395,Vivsta skola,Vilande
80868621,1276,2120000928,Ljungbyhedsskolan 2,Vilande
11561476,1415,2120001298,Tvetenskolan,Vilande
32191771,1880,2021004185,Svenska skolan i London,Aktiv
39102843,1880,2021004185,Svenska skolan i Paris,Aktiv
56752499,1880,2021004185,Svenska Skolan Lissabon,Aktiv
13727833,1880,2021004185,Skandinaviska skolan Costa Blanca,Aktiv
72203001,1880,2021004185,Svenska Skolan på Costa del Sol,Aktiv
41710561,1880,2021004185,Svenska skolan på Gran Canaria,Aktiv
34295208,1880,2021004185,Skandinaviska Skolan i Madrid,Aktiv
72934442,1880,2021004185,Svenska Skolan på Teneriffa,Aktiv
61625682,1880,2021004185,Svenska Skolan på Mallorca,Aktiv
19285468,1880,2021004185,Svenska Skolan i Berlin,Aktiv
50253710,1880,2021004185,Skandinaviska skolan Hamburg,Aktiv
87734954,1880,2021004185,Svenska Skolan i Wien,Aktiv
69350932,1880,2021004185,Svenska Skolan i Nairobi,Aktiv
35896299,1880,2021004185,Skandinaviska Skolan Maputo,Aktiv
89852499,1441,2120001447,Berghultskolan skolenhet B,Vilande
76172673,1441,2120001447,Berghultskolan skolenhet A,Vilande
76838921,0483,2120000340,Skogsborgsskolan 1-3,Vilande
30674389,2281,2120002411,Kyrkmons skola 2,Vilande
94501341,0380,2120003005,Competens Utbildning i Sverige AB,Vilande
34780833,0380,2120003005,Eductus,Vilande
57917036,0380,2120003005,Medlearn,Vilande
81460859,0380,2120003005,Domarringens skola 2,Vilande
51534211,2284,2120002445,Örnsköldsviks Gymnasium Alfa 2,Vilande
38615827,2580,2120002742,Välkomsten,Vilande
36410612,1480,2120001355,NTI-skolan,Vilande
86927239,2281,2120002411,Matfors skola 2,Vilande
55489248,0180,8024627443,"Kunskapsborgen komvux, SFI",Vilande
40375933,0581,2120000456,Interkulturella språkenheten,Vilande
47318972,1280,2120001124,Byggymnasiet Ro 2,Vilande
74586882,1280,2120001124,Byggymnasiet Ro 3,Vilande
13533663,1280,2120001124,Malmö Borgarskola Ro 3,Vilande
24476550,1280,2120001124,Malmö Borgarskola Ro 4,Vilande
42123195,1280,2120001124,Malmö Borgarskola Ro 2,Vilande
79804503,1280,2120001124,Malmö Borgarskola Ro1 Gysär,Vilande
40610473,1280,2120001124,Malmö Latinskola Ro 2,Vilande
15244697,1280,2120001124,Malmö Latinskola Ro 3,Vilande
43191305,1280,2120001124,Valdemarsro gymnasium Ro 3,Vilande
22247256,1280,2120001124,Valdemarsro gymnasium Ro 4,Vilande
67614811,1280,2120001124,Pauliskolan Ro 2,Vilande
58623845,1280,2120001124,Pauliskolan Ro 3,Vilande
72113341,1280,2120001124,Universitetsholmens gymnasium Ro2,Vilande
14569013,1280,2120001124,Värnhemsskolan Ro 2,Vilande
92313496,1280,2120001124,Värnhemsskolan Ro 3,Vilande
88387058,1280,2120001124,Värnhemsskolan Ro 4,Vilande
41543853,1280,2120001124,Värnhemsskolan Ro 5,Vilande
72677850,1280,2120001124,Värnhemsskolan Ro 6,Vilande
16783578,2580,7696187868,Kvarnå Friskola Niemisel,Vilande
56734409,0117,8120005569,Runö Folkhögskola SFI,Vilande
75072503,0187,5569176109,Accal AB,Vilande
72514687,0188,8024120092,Stiftelsen Väddö och Södertörn Folkhögskolor SFI,Vilande
30443496,0180,5560440017,"Hermods AB komvux, SFI",Vilande
33851481,2180,5564673381,"Lernia Utbildning AB, Komvux, SFI",Vilande
43557701,0180,8020060524,"Medborgarskolan komvux, SFI",Vilande
74248530,0180,5563960789,"Iris Hadar AB komvux, SFI",Vilande
92823999,0180,5569342743,Improviva Group AB,Vilande
86473330,1283,5565182358,Victum Kompetensutveckling AB,Vilande
48787693,0583,5567837934,CK Lärkonsult AB,Vilande
10904931,1083,8362008628,Valjevikens folkhögskola komvux,Vilande
32652404,1280,8460039798,Glokala Folkhögskolan i Malmö SFI,Vilande
77594036,1280,5566861349,Leep AB,Vilande
12518206,1283,8430003189,Sundsgårdens folkhögskola SFI,Vilande
73972306,1290,8382004730,Önnestads folkhögskola SFI,Vilande
32011688,1415,5565585113,Munkeröds Floristutbildning i Partihallarna AB,Vilande
57154998,1880,5564513611,Nercia Utbildning Komvux,Vilande
89468890,1980,5564470374,Aros Folkbildningstjänst AB,Vilande
76579052,2560,5567778641,"Framtid i Norr - Kunskap och Utveckling, komvux/SFI",Vilande
98575585,2560,5569338121,Driva - Utveckling och Utbildning AB,Vilande
98988684,0180,2120000142,Nytorpsskolan/Österholm,Vilande
97699515,0580,2120000449,Elsa Brändströms skola extern SFI,Vilande
19775191,0882,2120000761,Kristinebergsskolan 0-9,Vilande
23706581,0882,2120000761,Påskallaviksskolan 0-6,Vilande
40934283,1265,2120001090,Vanstad skola,Vilande
55715129,1280,2120001124,"Komvux Malmö Södervärn, särvux",Vilande
36480271,0140,2120002999,Central administration,Vilande
91320818,1401,2120001264,Central Insamlingsenhet,Vilande
90201819,0180,5565606208,JENSEN Education School,Vilande
96359860,1281,5566684345,Solhagaskolan Lund,Vilande
34103900,1402,2120001272,Vuxenutbildningen Partille SFI,Vilande
61185500,0180,8020170794,Grillska Gymnasiet Liljeholmen,Vilande
68514297,0114,2120000019,Väsby Introduktionsgymnasium,Vilande
68556155,1080,5568933559,United Continents IB World School,Vilande
69753683,0120,5566100136,Maestroskolan Värmdö,Vilande
33217202,0180,2120000142,Vinstaskolan,Vilande
82850292,0180,2120000142,Vinstagårdsskolan,Vilande
71813051,2280,2120002403,Härnösands gymnasium 3 ,Vilande
73915120,0562,2120000423,Bergska skolan,Vilande
27489448,1485,5564515988,"Fridaskolan, Uddevalla",Aktiv
49847116,1487,2220002998,Birger Sjöberggymnasiet 4,Vilande
91617531,1488,2220002998,Magnus Åbergsgymnasiet 5,Vilande
84978047,1488,2220002998,Nils Ericsonsgymnasiet 3,Vilande
76033436,0123,2120000043,Barkarbyskolan,Aktiv
40098140,0163,2120000134,Infokomp SFI,Vilande
12974290,1480,2120001355,Svartedalsskolan F-9,Vilande
38402217,0482,5565088704,Gårdsjö skola,Vilande
68917208,0117,5567284822,Skärgårdsgymnasiet Östra,Vilande
30590533,0580,2120000449,Vallaskolan gymnasiesär,Vilande
56433658,0580,2120000449,Westmannaskolan gymnasiesär,Vilande
88712672,0117,2120002890,Söraskolan,Aktiv
39841388,0117,2120002890,Hackstaskolan,Vilande
15392571,2380,2120002528,Kommunal vuxenutbildning,Aktiv
87512311,1765,2120001835,Böns skola,Vilande
52322465,1765,2120001835,Fritidshemmet Buketten,Vilande
31591948,1765,2120001835,Silbodalskolan H,Vilande
20194960,1765,2120001835,Silbodalskolan LM,Vilande
99352570,1765,2120001835,Töcksfors skola Förskoleklass/Fritidshemmet Droppen,Vilande
44467705,1765,2120001835,Töcksfors skola H,Vilande
92866466,1465,2120001512,Central Insamlingsenhet,Vilande
45039468,1765,2120001835,Fritidshemmet Cirkeln,Vilande
83654848,1765,2120001835,Fritidshemmet Norrgården,Vilande
31310428,1765,2120001835,Fritidshemmet Paviljongen,Vilande
21897945,1765,2120001835,Fritidshemmet Sörgården,Vilande
78742483,1765,2120001835,Fritidshemmet Triangeln,Vilande
82119318,1765,2120001835,Fritidshemmet Udden,Vilande
44312890,1765,2120001835,Frititdshemmet Filuren,Vilande
58247243,1765,2120001835,Frititdshemmet Mellangården,Vilande
74902204,1880,2120001967,Gumaeliusskolan,Aktiv
83342665,1292,2120000977,Villanskolan åk 4-6,Vilande
41615217,1281,2120001132,Önneslövskolan,Vilande
78301783,1471,2120001652,Västerbyskolan,Vilande
48148032,1462,2120001496,Tingbergsskolan 4-9,Vilande
22776075,1281,2120001132,Järnåkraskolan F-3,Vilande
38374283,1281,2120001132,Lovisaskolan,Vilande
53005989,1281,2120001132,Svenshögsskolan,Vilande
36226278,1281,2120001132,Svenshögsskolan LIG,Vilande
56146062,1281,2120001132,Vegaskolan,Vilande
98645196,1480,2120001355,Bräckegymnasiet 3,Vilande
27980866,2161,2120002320,Ramsjö skola,Vilande
76459981,1492,2120001587,Edsleskogs fritidshem,Vilande
