Skolenhetskod;Skolenhetsnamn;Huvudman_Namn
66382532;Odenskolan;ÖREBRO KOMMUN
51948478;Tybblelundsskolan;ÖREBRO KOMMUN
57966953;Västra Engelbrektsskolan;ÖREBRO KOMMUN
40044299;Mölleskolan;ÖSTRA GÖINGE KOMMUN
38353942;Fredkullaskolan Waldorfskola;FÖRENINGEN FÖR WALDORFPEDAGOGIK I KUNGÄLV
39179525;De la Gardiegymnasiet, enhet 5;LIDKÖPINGS KOMMUN
97709129;De la Gardiegymnasiet, Anpassad gymnasieskola;LIDKÖPINGS KOMMUN
30266657;Vuxenutbildning, komvux;UPPVIDINGE KOMMUN
65268558;Vuxenutbildning, SFI;UPPVIDINGE KOMMUN
21938183;Bladins gymnasium;BLADINS SKOLA, STIFTELSEN
92287124;Nårunga skola;VÅRGÅRDA KOMMUN
37525112;Move & Walk anpassad grundskola Malmö;MOVE & WALK SVERIGE AB
70054177;Move & Walk anpassad gymnasieskola Malmö;MOVE & WALK SVERIGE AB
50494263;Hols skola;VÅRGÅRDA KOMMUN
13436901;Lena skola;VÅRGÅRDA KOMMUN
51403955;Alléskolan skolenhet Ask;LERUMS KOMMUN
57470446;Alléskolan skolenhet Bok;LERUMS KOMMUN
27282475;Almekärrsskolan skolenhet 1;LERUMS KOMMUN
39721946;Almekärrsskolan skolenhet 2;LERUMS KOMMUN
49865737;Anpassad grundskola Central;LERUMS KOMMUN
24129405;Anpassad grundskola Knappekulla;LERUMS KOMMUN
41538526;Anpassad grundskola Rydsberg;LERUMS KOMMUN
92868710;Aspenässkolan 2;LERUMS KOMMUN
88544643;Centralskolan;LERUMS KOMMUN
96933862;Hulanskolan 1;LERUMS KOMMUN
11677656;Knappekullaskolan skolenhet 1;LERUMS KOMMUN
13638561;Lekstorpsskolan A;LERUMS KOMMUN
25025681;Lerums Gymnasium, skolenhet 1;LERUMS KOMMUN
88776535;Lerums Gymnasium, skolenhet 2;LERUMS KOMMUN
29351272;Lerums Gymnasium, skolenhet 3;LERUMS KOMMUN
49488344;Lerums Gymnasium, skolenhet 4;LERUMS KOMMUN
74408578;Lerums Gymnasium, skolenhet 5;LERUMS KOMMUN
44095064;Ljungviksskolan skolenhet A;LERUMS KOMMUN
53326735;Rydsbergsskolan Söder;LERUMS KOMMUN
49419497;Stenkulan 4-9;LERUMS KOMMUN
72684276;Tolleredskolan;LERUMS KOMMUN
20361674;Torpskolan skolenhet 2;LERUMS KOMMUN
97540573;Östad skola;LERUMS KOMMUN
25567918;Edsleskogs Friskola;FÖRENINGEN EDSLESKOGS FRISKOLA
59193729;Vänerparkens skola;VÄNERSBORGS KOMMUN
95536453;Stadsöskolan 7-9;LULEÅ KOMMUN
92596010;Stadsöskolan 4-6;LULEÅ KOMMUN
62278994;Vuxenutbildningen, SFI;STRÖMSTADS KOMMUN
17745591;Vuxenutbildning, komvux;STRÖMSTADS KOMMUN
59483268;Akademi Båstad Gymnasium;BÅSTADS KOMMUN
87224520;Hedskolan F-6;LULEÅ KOMMUN
55989938;Vänerparkens skola 1;VÄNERSBORGS KOMMUN
84843919;Vänerparkens skola 2;VÄNERSBORGS KOMMUN
37778517;Komvux som anpassad utbildning;STRÖMSTADS KOMMUN
78828269;Mellegården skola F-6;STRÖMSTADS KOMMUN
37936475;Modersmålsundervisning och studiehandledning;STRÖMSTADS KOMMUN
24358957;Odelsbergsskolan 4-6;STRÖMSTADS KOMMUN
23813942;Odelsbergsskolan F-3;STRÖMSTADS KOMMUN
11065005;Rossö skola F-6;STRÖMSTADS KOMMUN
57063673;Skee skola F-6;STRÖMSTADS KOMMUN
70036612;Strömstad Gymnasium, SGY1;STRÖMSTADS KOMMUN
36936260;Strömstad Gymnasium, SGY2;STRÖMSTADS KOMMUN
73462793;Residensskolan 7-9;LULEÅ KOMMUN
51494126;Strömstiernaskolan 7-9;STRÖMSTADS KOMMUN
14814740;Tjärnö skola F-3;STRÖMSTADS KOMMUN
32311635;Valemyrskolan F-6;STRÖMSTADS KOMMUN
83835836;Luleå Internationella grundskola;LULEÅ KOMMUN
59950814;Sunderbyskolan 4-6;LULEÅ KOMMUN
98575658;Resurscentrum modersmålsenheten;LULEÅ KOMMUN
99707554;Folkasboskolan;HALLSBERGS KOMMUN
30150909;Stocksätterskolan;HALLSBERGS KOMMUN
63503591;Transtenskolan;HALLSBERGS KOMMUN
46536338;Björkängsskolan;TÖREBODA KOMMUN
65599852;Moholms skola;TÖREBODA KOMMUN
72641026;Nyponets skola;TÖREBODA KOMMUN
12443258;Pajala Centralskola;PAJALA KOMMUN
94203685;Smedskolan;PAJALA KOMMUN
83487510;Ljustorps skola;TIMRÅ KOMMUN
63811572;Väsby vux. anpassad utbildning på gymnasial nivå;UPPLANDS VÄSBY KOMMUN
31313773;Vuxenutbildningen;UPPLANDS VÄSBY KOMMUN
38214655;Svalöfs anpassade gymnasieskola;SVALÖVS KOMMUN
80468653;Svalövs gymnasium, anpassad VUX;SVALÖVS KOMMUN
19048203;Anpassad grundskola Heleneborgsskolan;SVALÖVS KOMMUN
66224705;Lagmansskolan Alfa MH;MJÖLBY KOMMUN
20561082;Anpassad grundskola 1-9 (Ämnesområden);STRÖMSTADS KOMMUN
69385237;Anpassad grundskola 1-9 (Ämnen);STRÖMSTADS KOMMUN
35311563;Lilla Nacka Skola;LILLA NACKA AB
71160225;Kungshögaskolan MG2;MJÖLBY KOMMUN
45401314;Väderstad skola LM;MJÖLBY KOMMUN
45164827;Viktor Rydberg gy. Djursholm;STIFTELSEN VIKTOR RYDBERGS SKOLOR
78825169;Viktor Rydberg gy. Sundbyberg;STIFTELSEN VIKTOR RYDBERGS SKOLOR
13493243;Viktor Rydbergs Samskola;STIFTELSEN VIKTOR RYDBERGS SKOLOR
79708334;Viktor Rydbergs skola Sundbyberg;STIFTELSEN VIKTOR RYDBERGS SKOLOR
75344502;Segragymnasiet Klippan;Sveriges Naturbruksgymnasium AB
21621712;Hasslarödsskolan 4-6;OSBY KOMMUN
79095423;Fridtjuv Bergskolan;ÖDESHÖGS KOMMUN
68897220;Rök skola;ÖDESHÖGS KOMMUN
47927698;Martinaskolan;Waldorfföreningen, Martinaskolan, ekonomisk förening
87929683;Kristinebergskolan anpassad grundskola;ÅMÅLS KOMMUN
54556634;Lunnevienheten;GRÄSTORPS KOMMUN
92612746;Anpassad grundskola Leksand;LEKSANDS KOMMUN
13118298;Blomsterbäcksskolan;MALUNG-SÄLENS KOMMUN
15155521;Lärcentrum Malung;MALUNG-SÄLENS KOMMUN
95162796;Lindgårdsskolan F-6;VÄSTANFORS-VÄSTERVÅLA FÖRSAMLING
49669234;Skärpeskolan;ÖRNSKÖLDSVIKS KOMMUN
57766858;Sundskolan;ÖRNSKÖLDSVIKS KOMMUN
47814121;Parkskolan;DEGERFORS KOMMUN
93324945;Svartå skola;DEGERFORS KOMMUN
67016830;Åtorps skola;DEGERFORS KOMMUN
83198353;Högsäter skola;FÄRGELANDA KOMMUN
35061408;Ödeborgs skola;FÄRGELANDA KOMMUN
18846309;Falkviksskolan;SÖLVESBORGS KOMMUN
90834434;Georgshillsskolan 7-9;HÖRBY KOMMUN
71588741;Georgshillsskolan F-6;HÖRBY KOMMUN
63885390;Kramforsskolan 1;KRAMFORS KOMMUN
61787701;Ljungbyskolan;FALKENBERGS KOMMUN
24744194;Vinbergsskolan;FALKENBERGS KOMMUN
10237615;Fajansskolan;FALKENBERGS KOMMUN
74631634;Schubergstorpsskolan;FALKENBERGS KOMMUN
78647439;Falkenbergs Montessoriskola;FALKENBERGS KOMMUN
41292748;Anpassad grundskola Tullbro;FALKENBERGS KOMMUN
39228528;Anpassad grundskola Hjortsberg;FALKENBERGS KOMMUN
11213147;LIA-skolan Örebro;LIA-skolan Örebro AB
80203669;Koster skola F-3;STRÖMSTADS KOMMUN
37112288;Kulturama Grundsk. Sundbyberg;MEDBORGARSKOLAN STOCKHOLMSREGIONEN
78422467;Kulturama gymnasium;MEDBORGARSKOLAN STOCKHOLMSREGIONEN
37802196;Kulturama Gymnasium Natur;MEDBORGARSKOLAN STOCKHOLMSREGIONEN
15245953;Löa skola;LÖA SKOLA EK.FÖR.
40780218;Central Insamlingsenhet Enskild verksamhet;ÄNGELHOLMS KOMMUN
38625102;Barn- och elevhälsan;ÄNGELHOLMS KOMMUN
49730992;Nyhemsskolan SO 1;ÄNGELHOLMS KOMMUN
32543527;Toftaskolan SO 2;ÄNGELHOLMS KOMMUN
45031033;Toftaskolan SO 3;ÄNGELHOLMS KOMMUN
27527812;Ängelholms gymnasieskola Ro 6;ÄNGELHOLMS KOMMUN
46265060;Siljansnäs skola;LEKSANDS KOMMUN
92127007;Norrbyskolan;Stockholm Lära Aktiebolag
72687432;Granbergsskolan F-6;BOLLNÄS KOMMUN
41793797;Kilafors skola F-9;BOLLNÄS KOMMUN
43389766;Rengsjöskolan F-6;BOLLNÄS KOMMUN
27610930;Håbo vuxenutbildning;HÅBO KOMMUN
15305025;Viby;HÅBO KOMMUN
33147018;Pusselbitens anpassade skola Dalby;Nytida PB AB
40940352;Solhaga anpassade gymnasieskola;Nytida Solhaga by AB
27563484;Hyddans skola;Nytida Bergshyddan AB
51738182;Hyddans anpassade gymnasieskola;Nytida Bergshyddan AB
20711746;Lärcenter vuxenutb, anp.vux;OSBY KOMMUN
41555549;Ekbackeskolan;OSBY KOMMUN
58981647;Svalövs Montessoriskola;Svalövs Montessori Ekonomisk förening
30416034;Raoul Wallenbergskolan Skokloster;Raoul Wallenbergskolorna AB
87453774;Bränningeskolan;HABO KOMMUN
32816449;Björkö skola;VETLANDA KOMMUN
78156460;Brunnsgårdsskolan;VETLANDA KOMMUN
56483826;Ekenässjöns skola;VETLANDA KOMMUN
18690556;Holsby skola;VETLANDA KOMMUN
59846405;Korsberga skola;VETLANDA KOMMUN
41045050;Kvillsfors skola;VETLANDA KOMMUN
69564434;Landsbro skola 7-9;VETLANDA KOMMUN
60936284;Landsbro skola f-6;VETLANDA KOMMUN
87519348;Mogärdeskolan;VETLANDA KOMMUN
47940174;Mogärdeskolan anpassad grundskola;VETLANDA KOMMUN
95943499;Myresjö skola;VETLANDA KOMMUN
41197950;Norrgårdsskolan;VETLANDA KOMMUN
10555003;Nye skola;VETLANDA KOMMUN
65268060;Ramkvilla skola;VETLANDA KOMMUN
19743050;Tomaslundsskolan;VETLANDA KOMMUN
34143420;Tomaslundsskolan anpassad grundskola;VETLANDA KOMMUN
98508777;Withalaskolan 1;VETLANDA KOMMUN
37915996;Withalaskolan 2;VETLANDA KOMMUN
71698280;Withalaskolan anpassad grundskola;VETLANDA KOMMUN
50533431;Frejagymnasiet – anpassad gymnasieskola Mölndals stad;MÖLNDALS KOMMUN
70084130;Hackås skola;BERGS KOMMUN
47079538;Ljungdalens skola;BERGS KOMMUN
11016919;Myrvikens skola Fkl-3;BERGS KOMMUN
40877918;Carl Engström anpassad vuxenutbildning;ESLÖVS KOMMUN
26677733;Täby Lärvux;TÄBY KOMMUN
93810530;Central Insamlingsenhet;ESLÖVS KOMMUN
63966032;Tingsholmsgymn. vuxenutb., SFI, lärvux;ULRICEHAMNS KOMMUN
64720166;Borås Kristna skola;AB Borås Kristna Skola
56589895;Smaragdskolan;MÖRBYLÅNGA KOMMUN
70883860;Sigtunaskolan hum. läroverket, gr;SIGTUNA SKOLSTIFTELSE
93192009;Ekebo anpassad grundskola;UPPLANDS VÄSBY KOMMUN
14896115;Almaskolan;STIFTELSEN ALMASKOLAN
25165024;Carlforsska Gymnasiet Anpassad gymnasieskola;VÄSTERÅS KOMMUN
23081917;Edströmska Gymnasiet Anpassad Gymnasieskola;VÄSTERÅS KOMMUN
47464059;Harska Gymnasiet Anpassad Gymnasieskola;VÄSTERÅS KOMMUN
67757229;Tranellska Gymnasiet Anpassad Gymnasieskola;VÄSTERÅS KOMMUN
79211046;Svensbyn skola;ÅRJÄNGS KOMMUN
71523536;Holmedals skola;ÅRJÄNGS KOMMUN
62111546;Stiftelsen Önums friskola;ÖNUMS FRISKOLA
57353499;Nossebro skola F-6;ESSUNGA KOMMUN
81777373;Bredöls skola F-6;ESSUNGA KOMMUN
26531220;Nossebro skola 7-9;ESSUNGA KOMMUN
58737998;Jonslunds skola F-6;ESSUNGA KOMMUN
63358493;Essunga anpassad gymnasieskola;ESSUNGA KOMMUN
72404883;Nossebro anpassad grundskola;ESSUNGA KOMMUN
97177328;Thoren Innovation School Göteborg;Tekniska Gymnasiet i Sverige AB
39202551;Attarp anpassad grundskola 7–9;JÖNKÖPINGS KOMMUN
24084332;Stödenheten;ÖSTHAMMARS KOMMUN
33461274;Österängen anpassad grundskola 1-6;JÖNKÖPINGS KOMMUN
49262000;Samsaskolan grundskola;Viljan & Unika Samsa AB
92096622;Centrumskolan;VÄXJÖ KOMMUN
52665905;Ludvigsborgs friskola;LUDVIGSBORGS FRISTÅENDE SKOLA, EK. FÖRENING
15212834;Himmeta skola;KÖPINGS KOMMUN
20433422;Centrum för lärande;ÖCKERÖ KOMMUN
36423290;Kompassenskolan;ÖCKERÖ KOMMUN
22044740;Rörö skola;ÖCKERÖ KOMMUN
59456453;Fyrklöverskolan;HEDEMORA KOMMUN
41896574;Garpenbergs skola;HEDEMORA KOMMUN
88099326;Jonsboskolan F-6;HEDEMORA KOMMUN
48205003;Smedby skola F-6;HEDEMORA KOMMUN
35613813;Stureskolan;HEDEMORA KOMMUN
83512536;Vikmanshyttans skola;HEDEMORA KOMMUN
40506262;Västerby skola;HEDEMORA KOMMUN
15490400;Rinnagårdens förskola och fritidshem;BOXHOLMS KOMMUN
65597710;Stenbockskolan AGR;BOXHOLMS KOMMUN
28058389;Stenbockskolan L;BOXHOLMS KOMMUN
23991743;Stenbockskolan MH;BOXHOLMS KOMMUN
27814689;Åsbo skola;BOXHOLMS KOMMUN
15301182;Åsbo skola AGR;BOXHOLMS KOMMUN
80690202;Ekbackens skola;GNOSJÖ KOMMUN
90411655;Åvikenskolan;GNOSJÖ KOMMUN
35249654;Extern komvuxutbildning;UMEÅ KOMMUN
12383273;Umevux;UMEÅ KOMMUN
62157965;Umevux SFI;UMEÅ KOMMUN
17126642;Central Insamlingsenhet;SVEDALA KOMMUN
59819624;Volgsjö skola 4-6;VILHELMINA KOMMUN
11811813;Ankaret;VILHELMINA KOMMUN
72857130;Bosgårdsskolan;MÖLNDALS KOMMUN
29585072;Innovitaskolan Enskede;Swedish Education Group AB
69173136;Katrinebergs anpassade grundskola;MÖLNDALS KOMMUN
41363340;Pops Academy Umeå;Pops Academy AB
11832546;Fritidshem Hjortkvarn;HALLSBERGS KOMMUN
66493604;Fredriksbergskolan;HALLSBERGS KOMMUN
62839697;Östansjö skola;HALLSBERGS KOMMUN
17140131;Långängskolan;HALLSBERGS KOMMUN
61946431;Sköllersta skola;HALLSBERGS KOMMUN
67543412;Vittra Kronhusparken;Vittraskolorna AB
38936292;Vittra Röda stan;Vittraskolorna AB
71669600;Vittra Luma Park;Vittraskolorna AB
93581868;Adelövs friskola;ADELÖVS FRISKOLEFÖRENING
13495830;Vittra Västra hamnen;Vittraskolorna AB
55597667;Vittra Örebro;Vittraskolorna AB
12757193;Vittra Östertälje;Vittraskolorna AB
97090958;Dinglegymnasiet;Naturbruk Väst AB
16093109;Nuntorpsgymnasiet;Naturbruk Väst AB
82408375;Montessori Mondial Kista;PYSSLINGEN FÖRSKOLOR OCH SKOLOR AB
46898596;Tullbroskolan;FALKENBERGS KOMMUN
95747197;Noblaskolan Brevik;PYSSLINGEN FÖRSKOLOR OCH SKOLOR AB
22552676;Torhamnskolan F-6;KARLSKRONA KOMMUN
80009811;Noblaskolan Hemdal;PYSSLINGEN FÖRSKOLOR OCH SKOLOR AB
30517837;Forsens grundskola 4-6;TIDAHOLMS KOMMUN
62137279;Fröjereds grundskola;TIDAHOLMS KOMMUN
89315947;PS Enhet 1;VARBERGS KOMMUN
63770160;PS Enhet 2;VARBERGS KOMMUN
85188855;Praktiska Gymnasiet Örnsköldsvik;Praktiska Sverige AB
44268564;Komvux Lekebergsskolan;LEKEBERGS KOMMUN
24445686;Gymnasieutbildning i Lekeberg;LEKEBERGS KOMMUN
96194948;Praktiska Gymnasiet Västerås;Praktiska Sverige AB
29614389;Lekebergsskolan SFI;LEKEBERGS KOMMUN
11320436;Hidinge skola;LEKEBERGS KOMMUN
97648883;Lekebergsskolan 7-9;LEKEBERGS KOMMUN
45620054;Lekebergsskolan f-6;LEKEBERGS KOMMUN
47490833;Mullhyttans skola;LEKEBERGS KOMMUN
30924134;Floraskolan A;KRISTIANSTADS KOMMUN
98963693;Tärnsjö skola F-6;HEBY KOMMUN
17343782;Akademi Båstad komvux som anpassad utbildning;BÅSTADS KOMMUN
85586241;Akademi Båstad Vuxenutb Komvux;BÅSTADS KOMMUN
23056504;Akademi Båstad Vuxenutb SFI;BÅSTADS KOMMUN
54143790;Arenaskolans anpassade grundskola;TIMRÅ KOMMUN
25682466;Böle skola;TIMRÅ KOMMUN
99588685;Bergeforsen grundskola;TIMRÅ KOMMUN
87381500;Bergeforsens anpassade grundskola;TIMRÅ KOMMUN
16702464;Mönsteråsgymnasiet;MÖNSTERÅS KOMMUN
43762671;Mönsteråsgymnasiet IM;MÖNSTERÅS KOMMUN
38920772;Rävemåla Friskola;Rävemåla Friskola AB
32952944;Auraskolan;SKELLEFTEÅ KOMMUN
91818030;Stenstalidskolan F-3;KRISTINEHAMNS KOMMUN
58767058;Stenstalidskolan 4-6;KRISTINEHAMNS KOMMUN
30684096;Stenstalidskolan 7-9;KRISTINEHAMNS KOMMUN
69117859;Stenstalidskolan Anpassad grundskola;KRISTINEHAMNS KOMMUN
81551726;Praktiska Gymnasiet Linköping;Praktiska Sverige AB
58425006;Kusmarksskolan;SKELLEFTEÅ KOMMUN
53655678;Lejonströmsskolan;SKELLEFTEÅ KOMMUN
41690911;Södermalmsskolan F-3;KRISTINEHAMNS KOMMUN
28589251;Södermalmsskolan 4-6;KRISTINEHAMNS KOMMUN
70156609;Södermalmsskolan 7-9;KRISTINEHAMNS KOMMUN
17770513;Vikens Montessori;Montessori Förskolor och Skolor i Sverige AB
59848694;Danderyds Montessoriskola;Montessori Förskolor och Skolor i Sverige AB
22202915;Tyresö Montessoriskola;Montessori Förskolor och Skolor i Sverige AB
13331693;Medleskolan;SKELLEFTEÅ KOMMUN
81715530;Hjoggböleskolan;SKELLEFTEÅ KOMMUN
29124242;Gummarksskolan;SKELLEFTEÅ KOMMUN
62717625;Furuskolan;SKELLEFTEÅ KOMMUN
33502848;Drängsmarksskolan;SKELLEFTEÅ KOMMUN
97784361;Bureskolan;SKELLEFTEÅ KOMMUN
86521092;Sandfors fritidshem;SKELLEFTEÅ KOMMUN
45034559;Anderstorpsgymnasiet;SKELLEFTEÅ KOMMUN
28284938;Skellefteå fjärrgymnasium;SKELLEFTEÅ KOMMUN
78928051;Komvux Västervik;VÄSTERVIKS KOMMUN
54391347;Fäladsgården;LUNDS KOMMUN
56299553;Bergaskolan;UPPLANDS-BRO KOMMUN
74040447;Fagerhults skola F-3;HÖGSBY KOMMUN
47445952;Fröviskolan F-5;HÖGSBY KOMMUN
20587927;Skyttefällaskolan F-3;HÖGSBY KOMMUN
84104026;Tallåsskolan F-3;HÖGSBY KOMMUN
69535124;Ugglemoskolan F-3;HÖGSBY KOMMUN
53923398;Upplands-Brogymnasiet;UPPLANDS-BRO KOMMUN
66555162;Kulturama Grundskola Sollentuna;MEDBORGARSKOLAN STOCKHOLMSREGIONEN
39381869;Vejbystrands skola;Vejbystrands Skola och Förskola Ekonomisk förening
38236800;Praktiska Gymnasiet Liljeholmen;Praktiska Sverige AB
69747871;Johan Movingers Gymnasium;JOHAN MOVINGERS GYMNASIUM
68863565;Upplands-Bro SFI-enheten;UPPLANDS-BRO KOMMUN
41955701;Järvastadens skola;SOLNA KOMMUN
27212144;Björkängen anpassad grundskola;SÖDERKÖPINGS KOMMUN
22195087;Mogata skola;SÖDERKÖPINGS KOMMUN
88007918;Nyströmska anpassad gymnasieskola;SÖDERKÖPINGS KOMMUN
10226870;Nyströmska skolan 1;SÖDERKÖPINGS KOMMUN
19839859;Nyströmska skolan 2;SÖDERKÖPINGS KOMMUN
37583611;Nyströmska skolan 3;SÖDERKÖPINGS KOMMUN
61279287;Nyströmska skolan anpassad utbildning för vuxna;SÖDERKÖPINGS KOMMUN
60955659;Nyströmska skolan  KomVux;SÖDERKÖPINGS KOMMUN
10231793;Ramunder anpassad grundskola;SÖDERKÖPINGS KOMMUN
99361107;Ramunderskolan;SÖDERKÖPINGS KOMMUN
63176416;Sankt Anna skola;SÖDERKÖPINGS KOMMUN
68550751;Skönbergaskolan;SÖDERKÖPINGS KOMMUN
38948355;Västra Husby skola;SÖDERKÖPINGS KOMMUN
59575795;Östra Ryds skola;SÖDERKÖPINGS KOMMUN
20228162;Johannes Hedberggymnasiet;FOLKUNIVERSITETET STIFTELSEN KURS- VERKSAMHETEN VID LUNDS UNIVERSITET
36185466;I Ur och Skur Utsikten skola;I UR OCH SKUR UTSIKTEN EKONOMISK FÖRENING
43666115;Hedemora Vuxenutbildning;HEDEMORA KOMMUN
68407852;Hedemora Vuxenubildning/Lärvux;HEDEMORA KOMMUN
56980450;Hedemora Vuxenutbildning/ SFI;HEDEMORA KOMMUN
35494110;Vasaskolan 7-9;HEDEMORA KOMMUN
86327236;Martin Koch-gymnasiet;HEDEMORA KOMMUN
67681730;LTG Komvux;GÖTEBORGS KOMMUN
89701816;Kästaskolan;HUDDINGE KOMMUN
69004747;Fryshuset Grundskola Husby;STIFTELSEN FRYSHUSET
24759907;Fryshuset Gymnasium;STIFTELSEN FRYSHUSET
55674136;Hierneskolan F-9;EDA KOMMUN
59975651;Svanberga skola;NORRTÄLJE KOMMUN
93061796;Hermods AB/SFI;GÖTEBORGS KOMMUN
30777960;Kommunal vuxenutbildning;EDA KOMMUN
17173461;Härjedalens gymnasium;HÄRJEDALENS KOMMUN
65062411;Nacka vuxenutbildning;NACKA KOMMUN
89893224;Svedenskolan Bergshamra;Utvecklingspedagogik Sverige Aktiebolag
97029884;Svedenskolan Bergshamras anpassade gymnasium;Utvecklingspedagogik Sverige Aktiebolag
91333138;Kunskapscompaniets Gymnasium i Eskilstuna;Kunskapscompaniet Gymnasium KCGY AB
44785862;Kronoberg Skola;Nordic International School AB
64656471;Nordic International School Göteborg;Nordic International School AB
51786225;Nordic International School Kalmar;Nordic International School AB
45769922;Nordic International School Trollhättan;Nordic International School AB
55217164;Montessoriskolan Binomen;FÖRENINGEN BARNENS BÄSTA
26414444;Kilbo skola;SALA KOMMUN
74567533;Lärkbacksskolan;SALA KOMMUN
40908531;Vallaskolan F-6;SALA KOMMUN
26966214;Varmsätra skola;SALA KOMMUN
91839062;Åkraskolan;SALA KOMMUN
96344566;Ängshagenskolan;SALA KOMMUN
80746043;Ribbybergsskolan;HANINGE KOMMUN
79606767;Riksäpplet;HANINGE KOMMUN
21726354;Vuxenutbildning;SYDNÄRKES UTBILDNINGSFÖRBUND
41822849;Vuxenutbildning SFI;SYDNÄRKES UTBILDNINGSFÖRBUND
80096894;Erkaboskolan;NÄSSJÖ KOMMUN
61250710;Mariebergsskolan 4-6;MOTALA KOMMUN
62595638;Mariebergsskolan F-3;MOTALA KOMMUN
66838190;Svea Gymnasium Sollentuna;Svea Education AB
54447651;Bollebygdskolan 4-6;BOLLEBYGDS KOMMUN
19435652;Karl Johansskolan;MALMÖ KOMMUN
63951601;Linnéskolan;MALMÖ KOMMUN
68524034;Kommunala aktivitetsansvaret;KLIPPANS KOMMUN
77298745;Kungsfiskareskolan;KLIPPANS KOMMUN
73944169;Söderportgymnasiet 31;KRISTIANSTADS KOMMUN
84004391;Komvux;LUNDS KOMMUN
25415870;UppVux;LUNDS KOMMUN
58246453;Komvux, SFI;LUNDS KOMMUN
29965585;Komvux anpassad utbildning;LYSEKILS KOMMUN
50533115;SFI;LYSEKILS KOMMUN
60059728;Vuxenutbildningen;LYSEKILS KOMMUN
64949601;Vårbyskolan;HUDDINGE KOMMUN
39185975;Språkcentrum;HUDDINGE KOMMUN
98114742;Stiernhööks anpassade gymnasieskola;RÄTTVIKS KOMMUN
86483208;Bellevue gymnasium;MALMÖ KOMMUN
57072964;Malmö Citadellsgymnasium;MALMÖ KOMMUN
76875650;Malmö Restaurangskola, gymnasiesärskolan;MALMÖ KOMMUN
56267421;Realgymnasiet Nyköping;Lärande i Sverige AB
67071053;Värnaskolan;HOFORS KOMMUN
54764253;Ösby naturbruksgymnasium;SALA KOMMUN
26138955;Skå skola;EKERÖ KOMMUN
41377165;Sundby skola;EKERÖ KOMMUN
11025388;Stenhamraskolan;EKERÖ KOMMUN
50264915;Komvux som anpassad utbildning;ÅSTORPS KOMMUN
60424371;Nyköping Strand Utbildn.center;Nyköping Strand Utbildningscentrum AB
63943560;Odengymnasiet;VÄRMDÖ TEKNISKA UTBILDNINGAR AKTIEBOLAG, VTU
38797837;Sturegymnasiet 6;HALMSTADS KOMMUN
34153869;Eksjö Gymnasium 1;HÖGLANDSFÖRBUNDET
70174655;Norrtullskolan;EKSJÖ KOMMUN
14935978;Änggården;ORUST KOMMUN
76396201;Anpassad grundskola;ORUST KOMMUN
64019788;Henåns skola 4-6;ORUST KOMMUN
76943513;Henåns skola 7-9;ORUST KOMMUN
24399504;Henåns skola F-3;ORUST KOMMUN
82757734;Lundskolan;JÄRFÄLLA KOMMUN
89541556;Varekils skola;ORUST KOMMUN
33794207;Sandvikskolan;JÄRFÄLLA KOMMUN
97777849;Tallbohovskolan;JÄRFÄLLA KOMMUN
47559319;Östersunds Gymnasieskola;Östersunds gymnasieskola AB
72324248;Klockarhagsskolan åk4-6;HÄLLEFORS KOMMUN
72295739;Klockarhagsskolan åk 7-9;HÄLLEFORS KOMMUN
40470449;Östra Skolan Dibber;Östra Skolan AB
39396701;Sjuntorpskolan 4-9;TROLLHÄTTANS KOMMUN
65234368;Bollerups Lantbruksinstitut;BOLLERUPS LANTBRUKSINSTITUT
36208582;Alunskolan;MÖRBYLÅNGA KOMMUN
98714175;Vuxenutbildning, SFI och GRUV;ÅRE KOMMUN
25965986;Vuxenutbildning Campus Åre;ÅRE KOMMUN
37573280;Vuxenutbildning, anpassad;ÅRE KOMMUN
40866866;Modersmålsundervisningen;SÖLVESBORGS KOMMUN
61138510;Stödenheten Skanslyckan;SÖLVESBORGS KOMMUN
94410359;Särvux;SJÖBO KOMMUN
31872640;Freinetskolan Bild & Form;FREINÉTSKOLAN BILD & FORM MASTHUGGET KB
22967371;Alingsås kommun - central insamlingsenhet;ALINGSÅS KOMMUN
37984980;Freinétförskolan Bild & Form Masthugget;FREINÉTSKOLAN BILD & FORM MASTHUGGET KB
37720280;Allsta skola;ALLSTABYGDENS SKOLFÖRENING
72298878;Högvadskolan;SVENLJUNGA KOMMUN
34480524;Kindaholmskolan;SVENLJUNGA KOMMUN
40847752;Björkebyskolan;JÄRFÄLLA KOMMUN
23876630;Hedängskolan 7-9;SANDVIKENS KOMMUN
28178876;Hedängskolan F-6;SANDVIKENS KOMMUN
26298615;Bergstrands Gymnasium Stockholm;Bergstrands Gymnasium AB
88946197;Folkuniversitetet;HUDDINGE KOMMUN
49748045;Junsele skola;SOLLEFTEÅ KOMMUN
96402885;Näsåkers skola;SOLLEFTEÅ KOMMUN
88233361;Fredriksbergsskolan;LUDVIKA KOMMUN
63728031;Lorensberga F-6;LUDVIKA KOMMUN
39306277;Nyhammars skola;LUDVIKA KOMMUN
73277774;Sunnansjö skola;LUDVIKA KOMMUN
83237712;Sörviks skola;LUDVIKA KOMMUN
90426615;Ängås skola, 4-6;ORUST KOMMUN
12572097;Pilbäckskolan;VÄXJÖ KOMMUN
94928821;Sandsbro skola;VÄXJÖ KOMMUN
