SDO;basomr;projekt;beftyp;ar;Summa av lgh
SDO08;1320310;Stadshagsklippan 1 och 2_H;H;2032;58
SDO08;1320310;Stadshagsklippan 1 och 2_H;H;2033;58
SDO08;1320310;Stadshagsklippan 1 och 2_H;H;2034;30
SDO08;1320310;Stadshagsklippan 1 och 2_L;L;2025;0
SDO08;1320310;Stadshagsklippan 1 och 2_L;L;2026;0
SDO08;1320310;Stadshagsklippan 1 och 2_L;L;2027;0
SDO08;1320310;Stadshagsklippan 1 och 2_L;L;2028;0
SDO08;1320310;Stadshagsklippan 1 och 2_L;L;2029;0
SDO08;1320310;Stadshagsklippan 1 och 2_L;L;2030;6
SDO08;1320310;Stadshagsklippan 1 och 2_L;L;2031;0
SDO08;1320310;Stadshagsklippan 1 och 2_L;L;2032;0
SDO08;1320310;Stadshagsklippan 1 och 2_L;L;2033;0
SDO08;1320310;Stadshagsklippan 1 och 2_L;L;2034;0
SDO08;1320310;Tjället 10_B;B;2025;0
SDO08;1320310;Tjället 10_B;B;2026;0
SDO08;1320310;Tjället 10_B;B;2027;55
SDO08;1320310;Tjället 10_B;B;2028;56
SDO08;1320310;Tjället 10_B;B;2029;0
SDO08;1320310;Tjället 10_B;B;2030;0
SDO08;1320310;Tjället 10_B;B;2031;0
SDO08;1320310;Tjället 10_B;B;2032;0
SDO08;1320310;Tjället 10_B;B;2033;0
SDO08;1320310;Tjället 10_B;B;2034;0
SDO08;1320310;Tjället 8_U;U;2025;229
SDO08;1320310;Tjället 8_U;U;2026;0
SDO08;1320310;Tjället 8_U;U;2027;0
SDO08;1320310;Tjället 8_U;U;2028;0
SDO08;1320310;Tjället 8_U;U;2029;0
SDO08;1320310;Tjället 8_U;U;2030;0
SDO08;1320310;Tjället 8_U;U;2031;0
SDO08;1320310;Tjället 8_U;U;2032;0
SDO08;1320310;Tjället 8_U;U;2033;0
SDO08;1320310;Tjället 8_U;U;2034;0
SDO08;1320320;Gångaren 13_B;B;2025;114
SDO08;1320320;Gångaren 13_B;B;2026;0
SDO08;1320320;Gångaren 13_B;B;2027;71
SDO08;1320320;Gångaren 13_B;B;2028;70
SDO08;1320320;Gångaren 13_B;B;2029;0
SDO08;1320320;Gångaren 13_B;B;2030;50
SDO08;1320320;Gångaren 13_B;B;2031;50
SDO08;1320320;Gångaren 13_B;B;2032;50
SDO08;1320320;Gångaren 13_B;B;2033;0
SDO08;1320320;Gångaren 13_B;B;2034;0
SDO08;1320330;Gångaren 22_H;H;2025;0
SDO08;1320330;Gångaren 22_H;H;2026;36
SDO08;1320330;Gångaren 22_H;H;2027;36
SDO08;1320330;Gångaren 22_H;H;2028;0
SDO08;1320330;Gångaren 22_H;H;2029;0
SDO08;1320330;Gångaren 22_H;H;2030;0
SDO08;1320330;Gångaren 22_H;H;2031;0
SDO08;1320330;Gångaren 22_H;H;2032;0
SDO08;1320330;Gångaren 22_H;H;2033;0
SDO08;1320330;Gångaren 22_H;H;2034;0
SDO08;1320330;Gångaren 22_L;L;2025;0
SDO08;1320330;Gångaren 22_L;L;2026;0
SDO08;1320330;Gångaren 22_L;L;2027;6
SDO08;1320330;Gångaren 22_L;L;2028;0
SDO08;1320330;Gångaren 22_L;L;2029;0
SDO08;1320330;Gångaren 22_L;L;2030;0
SDO08;1320330;Gångaren 22_L;L;2031;0
SDO08;1320330;Gångaren 22_L;L;2032;0
SDO08;1320330;Gångaren 22_L;L;2033;0
SDO08;1320330;Gångaren 22_L;L;2034;0
SDO08;1320340;Paradiset 23_B;B;2025;0
SDO08;1320340;Paradiset 23_B;B;2026;0
SDO08;1320340;Paradiset 23_B;B;2027;0
SDO08;1320340;Paradiset 23_B;B;2028;0
SDO08;1320340;Paradiset 23_B;B;2029;0
SDO08;1320340;Paradiset 23_B;B;2030;0
SDO08;1320340;Paradiset 23_B;B;2031;0
SDO08;1320340;Paradiset 23_B;B;2032;0
SDO08;1320340;Paradiset 23_B;B;2033;25
SDO08;1320340;Paradiset 23_B;B;2034;25
SDO08;1320410;Jerusalem 2_B;B;2025;0
SDO08;1320410;Jerusalem 2_B;B;2026;6
SDO08;1320410;Jerusalem 2_B;B;2027;6
SDO08;1320410;Jerusalem 2_B;B;2028;0
SDO08;1320410;Jerusalem 2_B;B;2029;0
SDO08;1320410;Jerusalem 2_B;B;2030;0
SDO08;1320410;Jerusalem 2_B;B;2031;0
SDO08;1320410;Jerusalem 2_B;B;2032;0
SDO08;1320410;Jerusalem 2_B;B;2033;0
SDO08;1320410;Jerusalem 2_B;B;2034;0
SDO08;1320410;Stormyrtösen 1_B;B;2025;6
SDO08;1320410;Stormyrtösen 1_B;B;2026;6
SDO08;1320410;Stormyrtösen 1_B;B;2027;0
SDO08;1320410;Stormyrtösen 1_B;B;2028;0
SDO08;1320410;Stormyrtösen 1_B;B;2029;0
SDO08;1320410;Stormyrtösen 1_B;B;2030;0
SDO08;1320410;Stormyrtösen 1_B;B;2031;0
SDO08;1320410;Stormyrtösen 1_B;B;2032;0
SDO08;1320410;Stormyrtösen 1_B;B;2033;0
SDO08;1320410;Stormyrtösen 1_B;B;2034;0
SDO08;1320430;Hornsbergskvarteren (Kristinebergs Slott 10)_B;B;2025;0
SDO08;1320430;Hornsbergskvarteren (Kristinebergs Slott 10)_B;B;2026;0
SDO08;1320430;Hornsbergskvarteren (Kristinebergs Slott 10)_B;B;2027;0
SDO08;1320430;Hornsbergskvarteren (Kristinebergs Slott 10)_B;B;2028;0
SDO08;1320430;Hornsbergskvarteren (Kristinebergs Slott 10)_B;B;2029;0
SDO08;1320430;Hornsbergskvarteren (Kristinebergs Slott 10)_B;B;2030;20
SDO08;1320430;Hornsbergskvarteren (Kristinebergs Slott 10)_B;B;2031;40
SDO08;1320430;Hornsbergskvarteren (Kristinebergs Slott 10)_B;B;2032;66
SDO08;1320430;Hornsbergskvarteren (Kristinebergs Slott 10)_B;B;2033;40
SDO08;1320430;Hornsbergskvarteren (Kristinebergs Slott 10)_B;B;2034;40
SDO08;1320430;Hornsbergskvarteren (Kristinebergs Slott 10)_H;H;2025;0
SDO08;1320430;Hornsbergskvarteren (Kristinebergs Slott 10)_H;H;2026;0
SDO08;1320430;Hornsbergskvarteren (Kristinebergs Slott 10)_H;H;2027;0
SDO08;1320430;Hornsbergskvarteren (Kristinebergs Slott 10)_H;H;2028;56
SDO08;1320430;Hornsbergskvarteren (Kristinebergs Slott 10)_H;H;2029;64
SDO08;1320430;Hornsbergskvarteren (Kristinebergs Slott 10)_H;H;2030;50
SDO08;1320430;Hornsbergskvarteren (Kristinebergs Slott 10)_H;H;2031;0
SDO08;1320430;Hornsbergskvarteren (Kristinebergs Slott 10)_H;H;2032;0
SDO08;1320430;Hornsbergskvarteren (Kristinebergs Slott 10)_H;H;2033;0
SDO08;1320430;Hornsbergskvarteren (Kristinebergs Slott 10)_H;H;2034;0
SDO08;1320430;Kristinebergs Slott 11_B;B;2025;0
SDO08;1320430;Kristinebergs Slott 11_B;B;2026;0
SDO08;1320430;Kristinebergs Slott 11_B;B;2027;0
SDO08;1320430;Kristinebergs Slott 11_B;B;2028;0
SDO08;1320430;Kristinebergs Slott 11_B;B;2029;0
SDO08;1320430;Kristinebergs Slott 11_B;B;2030;30
SDO08;1320430;Kristinebergs Slott 11_B;B;2031;30
SDO08;1320430;Kristinebergs Slott 11_B;B;2032;40
SDO08;1320430;Kristinebergs Slott 11_B;B;2033;40
SDO08;1320430;Kristinebergs Slott 11_B;B;2034;40
SDO08;1320430;Kristinebergs Slott 11_Ä;Ä;2025;0
SDO08;1320430;Kristinebergs Slott 11_Ä;Ä;2026;0
SDO08;1320430;Kristinebergs Slott 11_Ä;Ä;2027;0
SDO08;1320430;Kristinebergs Slott 11_Ä;Ä;2028;0
SDO08;1320430;Kristinebergs Slott 11_Ä;Ä;2029;0
SDO08;1320430;Kristinebergs Slott 11_Ä;Ä;2030;25
SDO08;1320430;Kristinebergs Slott 11_Ä;Ä;2031;25
SDO08;1320430;Kristinebergs Slott 11_Ä;Ä;2032;0
SDO08;1320430;Kristinebergs Slott 11_Ä;Ä;2033;0
SDO08;1320430;Kristinebergs Slott 11_Ä;Ä;2034;0
SDO08;1330100;Gasolköket 1_B2;B2;2025;1
SDO08;1330100;Gasolköket 1_B2;B2;2026;0
SDO08;1330100;Gasolköket 1_B2;B2;2027;0
SDO08;1330100;Gasolköket 1_B2;B2;2028;0
SDO08;1330100;Gasolköket 1_B2;B2;2029;0
SDO08;1330100;Gasolköket 1_B2;B2;2030;0
SDO08;1330100;Gasolköket 1_B2;B2;2031;0
SDO08;1330100;Gasolköket 1_B2;B2;2032;0
SDO08;1330100;Gasolköket 1_B2;B2;2033;0
SDO08;1330100;Gasolköket 1_B2;B2;2034;0
SDO08;1330100;Gasolköket 1_B3;B3;2025;2
SDO08;1330100;Gasolköket 1_B3;B3;2026;0
SDO08;1330100;Gasolköket 1_B3;B3;2027;0
SDO08;1330100;Gasolköket 1_B3;B3;2028;0
SDO08;1330100;Gasolköket 1_B3;B3;2029;0
SDO08;1330100;Gasolköket 1_B3;B3;2030;0
SDO08;1330100;Gasolköket 1_B3;B3;2031;0
SDO08;1330100;Gasolköket 1_B3;B3;2032;0
SDO08;1330100;Gasolköket 1_B3;B3;2033;0
SDO08;1330100;Gasolköket 1_B3;B3;2034;0
SDO08;1330100;Gasolköket 1_B5;B5;2025;11
SDO08;1330100;Gasolköket 1_B5;B5;2026;0
SDO08;1330100;Gasolköket 1_B5;B5;2027;0
SDO08;1330100;Gasolköket 1_B5;B5;2028;0
SDO08;1330100;Gasolköket 1_B5;B5;2029;0
SDO08;1330100;Gasolköket 1_B5;B5;2030;0
SDO08;1330100;Gasolköket 1_B5;B5;2031;0
SDO08;1330100;Gasolköket 1_B5;B5;2032;0
SDO08;1330100;Gasolköket 1_B5;B5;2033;0
SDO08;1330100;Gasolköket 1_B5;B5;2034;0
SDO08;1330100;Primus 3_P;P;2025;0
SDO08;1330100;Primus 3_P;P;2026;0
SDO08;1330100;Primus 3_P;P;2027;0
SDO08;1330100;Primus 3_P;P;2028;50
SDO08;1330100;Primus 3_P;P;2029;70
SDO08;1330100;Primus 3_P;P;2030;70
SDO08;1330100;Primus 3_P;P;2031;44
SDO08;1330100;Primus 3_P;P;2032;0
SDO08;1330100;Primus 3_P;P;2033;0
SDO08;1330100;Primus 3_P;P;2034;0
SDO08;1330100;Primuslampan_B;B;2025;0
SDO08;1330100;Primuslampan_B;B;2026;0
SDO08;1330100;Primuslampan_B;B;2027;0
SDO08;1330100;Primuslampan_B;B;2028;0
SDO08;1330100;Primuslampan_B;B;2029;73
SDO08;1330100;Primuslampan_B;B;2030;69
SDO08;1330100;Primuslampan_B;B;2031;0
SDO08;1330100;Primuslampan_B;B;2032;0
SDO08;1330100;Primuslampan_B;B;2033;0
SDO08;1330100;Primuslampan_B;B;2034;0
SDO08;1330100;Primusparken_B;B;2025;0
SDO08;1330100;Primusparken_B;B;2026;0
SDO08;1330100;Primusparken_B;B;2027;20
SDO08;1330100;Primusparken_B;B;2028;50
SDO08;1330100;Primusparken_B;B;2029;30
SDO08;1330100;Primusparken_B;B;2030;30
SDO08;1330100;Primusparken_B;B;2031;0
SDO08;1330100;Primusparken_B;B;2032;0
SDO08;1330100;Primusparken_B;B;2033;0
SDO08;1330100;Primusparken_B;B;2034;0
SDO08;1330100;Primusparken_H;H;2025;0
SDO08;1330100;Primusparken_H;H;2026;0
SDO08;1330100;Primusparken_H;H;2027;24
SDO08;1330100;Primusparken_H;H;2028;90
SDO08;1330100;Primusparken_H;H;2029;0
SDO08;1330100;Primusparken_H;H;2030;0
SDO08;1330100;Primusparken_H;H;2031;0
SDO08;1330100;Primusparken_H;H;2032;0
SDO08;1330100;Primusparken_H;H;2033;0
SDO08;1330100;Primusparken_H;H;2034;0
SDO08;1330100;Primusparken_L;L;2025;0
SDO08;1330100;Primusparken_L;L;2026;0
SDO08;1330100;Primusparken_L;L;2027;0
SDO08;1330100;Primusparken_L;L;2028;8
SDO08;1330100;Primusparken_L;L;2029;0
SDO08;1330100;Primusparken_L;L;2030;0
SDO08;1330100;Primusparken_L;L;2031;0
SDO08;1330100;Primusparken_L;L;2032;0
SDO08;1330100;Primusparken_L;L;2033;0
SDO08;1330100;Primusparken_L;L;2034;0
SDO08;1330200;Bykkaret 3_H1;H1;2025;0
SDO08;1330200;Bykkaret 3_H1;H1;2026;4
SDO08;1330200;Bykkaret 3_H1;H1;2027;4
SDO08;1330200;Bykkaret 3_H1;H1;2028;0
SDO08;1330200;Bykkaret 3_H1;H1;2029;0
SDO08;1330200;Bykkaret 3_H1;H1;2030;0
SDO08;1330200;Bykkaret 3_H1;H1;2031;0
SDO08;1330200;Bykkaret 3_H1;H1;2032;0
SDO08;1330200;Bykkaret 3_H1;H1;2033;0
SDO08;1330200;Bykkaret 3_H1;H1;2034;0
SDO08;1330200;Ångtvätten 22_B;B;2025;0
SDO08;1330200;Ångtvätten 22_B;B;2026;0
SDO08;1330200;Ångtvätten 22_B;B;2027;0
SDO08;1330200;Ångtvätten 22_B;B;2028;0
SDO08;1330200;Ångtvätten 22_B;B;2029;0
SDO08;1330200;Ångtvätten 22_B;B;2030;25
SDO08;1330200;Ångtvätten 22_B;B;2031;25
SDO08;1330200;Ångtvätten 22_B;B;2032;30
SDO08;1330200;Ångtvätten 22_B;B;2033;30
SDO08;1330200;Ångtvätten 22_B;B;2034;45
SDO09;1010330;Hästen 21_B1;B1;2025;0
SDO09;1010330;Hästen 21_B1;B1;2026;27
SDO09;1010330;Hästen 21_B1;B1;2027;0
SDO09;1010330;Hästen 21_B1;B1;2028;0
SDO09;1010330;Hästen 21_B1;B1;2029;0
SDO09;1010330;Hästen 21_B1;B1;2030;0
SDO09;1010330;Hästen 21_B1;B1;2031;0
SDO09;1010330;Hästen 21_B1;B1;2032;0
SDO09;1010330;Hästen 21_B1;B1;2033;0
SDO09;1010330;Hästen 21_B1;B1;2034;0
SDO09;1110220;Väduren 10_H;H;2025;0
SDO09;1110220;Väduren 10_H;H;2026;0
SDO09;1110220;Väduren 10_H;H;2027;0
SDO09;1110220;Väduren 10_H;H;2028;0
SDO09;1110220;Väduren 10_H;H;2029;0
SDO09;1110220;Väduren 10_H;H;2030;0
SDO09;1110220;Väduren 10_H;H;2031;8
SDO09;1110220;Väduren 10_H;H;2032;7
SDO09;1110220;Väduren 10_H;H;2033;0
SDO09;1110220;Väduren 10_H;H;2034;0
SDO09;1110230;Killingen 20_B;B;2025;0
SDO09;1110230;Killingen 20_B;B;2026;0
SDO09;1110230;Killingen 20_B;B;2027;10
SDO09;1110230;Killingen 20_B;B;2028;0
SDO09;1110230;Killingen 20_B;B;2029;0
SDO09;1110230;Killingen 20_B;B;2030;0
SDO09;1110230;Killingen 20_B;B;2031;0
SDO09;1110230;Killingen 20_B;B;2032;0
SDO09;1110230;Killingen 20_B;B;2033;0
SDO09;1110230;Killingen 20_B;B;2034;0
SDO09;1120120;Kurland 11_B;B;2025;17
SDO09;1120120;Kurland 11_B;B;2026;0
SDO09;1120120;Kurland 11_B;B;2027;0
SDO09;1120120;Kurland 11_B;B;2028;0
SDO09;1120120;Kurland 11_B;B;2029;0
SDO09;1120120;Kurland 11_B;B;2030;0
SDO09;1120120;Kurland 11_B;B;2031;0
SDO09;1120120;Kurland 11_B;B;2032;0
SDO09;1120120;Kurland 11_B;B;2033;0
SDO09;1120120;Kurland 11_B;B;2034;0
SDO09;1130130;Nebulosan 34_h;H;2025;0
SDO09;1130130;Nebulosan 34_h;H;2026;12
SDO09;1130130;Nebulosan 34_h;H;2027;12
SDO09;1130130;Nebulosan 34_h;H;2028;0
SDO09;1130130;Nebulosan 34_h;H;2029;0
SDO09;1130130;Nebulosan 34_h;H;2030;0
SDO09;1130130;Nebulosan 34_h;H;2031;0
SDO09;1130130;Nebulosan 34_h;H;2032;0
SDO09;1130130;Nebulosan 34_h;H;2033;0
SDO09;1130130;Nebulosan 34_h;H;2034;0
SDO09;1130140;Silverskopan 3_B;B;2025;0
SDO09;1130140;Silverskopan 3_B;B;2026;0
SDO09;1130140;Silverskopan 3_B;B;2027;0
SDO09;1130140;Silverskopan 3_B;B;2028;0
SDO09;1130140;Silverskopan 3_B;B;2029;0
SDO09;1130140;Silverskopan 3_B;B;2030;0
SDO09;1130140;Silverskopan 3_B;B;2031;25
SDO09;1130140;Silverskopan 3_B;B;2032;25
SDO09;1130140;Silverskopan 3_B;B;2033;25
SDO09;1130140;Silverskopan 3_B;B;2034;25
SDO09;1130140;Silverskopan 3_H;H;2025;0
SDO09;1130140;Silverskopan 3_H;H;2026;0
SDO09;1130140;Silverskopan 3_H;H;2027;0
SDO09;1130140;Silverskopan 3_H;H;2028;0
SDO09;1130140;Silverskopan 3_H;H;2029;25
SDO09;1130140;Silverskopan 3_H;H;2030;25
SDO09;1130140;Silverskopan 3_H;H;2031;25
SDO09;1130140;Silverskopan 3_H;H;2032;25
SDO09;1130140;Silverskopan 3_H;H;2033;25
SDO09;1130140;Silverskopan 3_H;H;2034;25
SDO09;1130170;Apelträdet_B;B;2025;23
SDO09;1130170;Apelträdet_B;B;2026;0
SDO09;1130170;Apelträdet_B;B;2027;0
SDO09;1130170;Apelträdet_B;B;2028;0
SDO09;1130170;Apelträdet_B;B;2029;0
SDO09;1130170;Apelträdet_B;B;2030;0
SDO09;1130170;Apelträdet_B;B;2031;0
SDO09;1130170;Apelträdet_B;B;2032;0
SDO09;1130170;Apelträdet_B;B;2033;0
SDO09;1130170;Apelträdet_B;B;2034;0
SDO09;1130170;Sjölejonet 3_H;H;2025;0
SDO09;1130170;Sjölejonet 3_H;H;2026;0
SDO09;1130170;Sjölejonet 3_H;H;2027;0
SDO09;1130170;Sjölejonet 3_H;H;2028;6
SDO09;1130170;Sjölejonet 3_H;H;2029;0
SDO09;1130170;Sjölejonet 3_H;H;2030;0
SDO09;1130170;Sjölejonet 3_H;H;2031;0
SDO09;1130170;Sjölejonet 3_H;H;2032;0
SDO09;1130170;Sjölejonet 3_H;H;2033;0
SDO09;1130170;Sjölejonet 3_H;H;2034;0
SDO09;1140110;Hagastaden dp 2 Östra, kv 13 N_P;P;2025;0
SDO09;1140110;Hagastaden dp 2 Östra, kv 13 N_P;P;2026;0
SDO09;1140110;Hagastaden dp 2 Östra, kv 13 N_P;P;2027;0
SDO09;1140110;Hagastaden dp 2 Östra, kv 13 N_P;P;2028;0
SDO09;1140110;Hagastaden dp 2 Östra, kv 13 N_P;P;2029;45
SDO09;1140110;Hagastaden dp 2 Östra, kv 13 N_P;P;2030;45
SDO09;1140110;Hagastaden dp 2 Östra, kv 13 N_P;P;2031;0
SDO09;1140110;Hagastaden dp 2 Östra, kv 13 N_P;P;2032;0
SDO09;1140110;Hagastaden dp 2 Östra, kv 13 N_P;P;2033;0
SDO09;1140110;Hagastaden dp 2 Östra, kv 13 N_P;P;2034;0
SDO09;1140110;Hagastaden dp 2 Östra, kv 13 S_U;U;2025;0
SDO09;1140110;Hagastaden dp 2 Östra, kv 13 S_U;U;2026;0
SDO09;1140110;Hagastaden dp 2 Östra, kv 13 S_U;U;2027;0
SDO09;1140110;Hagastaden dp 2 Östra, kv 13 S_U;U;2028;0
SDO09;1140110;Hagastaden dp 2 Östra, kv 13 S_U;U;2029;70
SDO09;1140110;Hagastaden dp 2 Östra, kv 13 S_U;U;2030;100
SDO09;1140110;Hagastaden dp 2 Östra, kv 13 S_U;U;2031;100
SDO09;1140110;Hagastaden dp 2 Östra, kv 13 S_U;U;2032;64
SDO09;1140110;Hagastaden dp 2 Östra, kv 13 S_U;U;2033;0
SDO09;1140110;Hagastaden dp 2 Östra, kv 13 S_U;U;2034;0
SDO09;1140110;Östra Hagastaden, dp 2, kv Ribosomen_B;B;2025;0
SDO09;1140110;Östra Hagastaden, dp 2, kv Ribosomen_B;B;2026;0
SDO09;1140110;Östra Hagastaden, dp 2, kv Ribosomen_B;B;2027;0
SDO09;1140110;Östra Hagastaden, dp 2, kv Ribosomen_B;B;2028;0
SDO09;1140110;Östra Hagastaden, dp 2, kv Ribosomen_B;B;2029;24
SDO09;1140110;Östra Hagastaden, dp 2, kv Ribosomen_B;B;2030;24
SDO09;1140110;Östra Hagastaden, dp 2, kv Ribosomen_B;B;2031;24
SDO09;1140110;Östra Hagastaden, dp 2, kv Ribosomen_B;B;2032;0
SDO09;1140110;Östra Hagastaden, dp 2, kv Ribosomen_B;B;2033;0
SDO09;1140110;Östra Hagastaden, dp 2, kv Ribosomen_B;B;2034;0
SDO09;1140211;Hagastaden, dp 1, kv Stanford, Cambridge_B;B;2025;0
SDO09;1140211;Hagastaden, dp 1, kv Stanford, Cambridge_B;B;2026;0
SDO09;1140211;Hagastaden, dp 1, kv Stanford, Cambridge_B;B;2027;0
SDO09;1140211;Hagastaden, dp 1, kv Stanford, Cambridge_B;B;2028;0
SDO09;1140211;Hagastaden, dp 1, kv Stanford, Cambridge_B;B;2029;70
SDO09;1140211;Hagastaden, dp 1, kv Stanford, Cambridge_B;B;2030;70
SDO09;1140211;Hagastaden, dp 1, kv Stanford, Cambridge_B;B;2031;70
SDO09;1140211;Hagastaden, dp 1, kv Stanford, Cambridge_B;B;2032;70
SDO09;1140211;Hagastaden, dp 1, kv Stanford, Cambridge_B;B;2033;70
SDO09;1140211;Hagastaden, dp 1, kv Stanford, Cambridge_B;B;2034;90
SDO09;1140211;Hagastaden, dp 2, kv 12_B;B;2025;0
SDO09;1140211;Hagastaden, dp 2, kv 12_B;B;2026;0
SDO09;1140211;Hagastaden, dp 2, kv 12_B;B;2027;0
SDO09;1140211;Hagastaden, dp 2, kv 12_B;B;2028;0
SDO09;1140211;Hagastaden, dp 2, kv 12_B;B;2029;0
SDO09;1140211;Hagastaden, dp 2, kv 12_B;B;2030;50
SDO09;1140211;Hagastaden, dp 2, kv 12_B;B;2031;55
SDO09;1140211;Hagastaden, dp 2, kv 12_B;B;2032;0
SDO09;1140211;Hagastaden, dp 2, kv 12_B;B;2033;0
SDO09;1140211;Hagastaden, dp 2, kv 12_B;B;2034;0
SDO09;1140211;Harvard 1_B;B;2025;160
SDO09;1140211;Harvard 1_B;B;2026;0
SDO09;1140211;Harvard 1_B;B;2027;0
SDO09;1140211;Harvard 1_B;B;2028;0
SDO09;1140211;Harvard 1_B;B;2029;0
SDO09;1140211;Harvard 1_B;B;2030;0
SDO09;1140211;Harvard 1_B;B;2031;0
SDO09;1140211;Harvard 1_B;B;2032;0
SDO09;1140211;Harvard 1_B;B;2033;0
SDO09;1140211;Harvard 1_B;B;2034;0
SDO09;1140220;Skålen 20_B;B;2025;9
SDO09;1140220;Skålen 20_B;B;2026;0
SDO09;1140220;Skålen 20_B;B;2027;0
SDO09;1140220;Skålen 20_B;B;2028;0
SDO09;1140220;Skålen 20_B;B;2029;0
SDO09;1140220;Skålen 20_B;B;2030;0
SDO09;1140220;Skålen 20_B;B;2031;0
SDO09;1140220;Skålen 20_B;B;2032;0
SDO09;1140220;Skålen 20_B;B;2033;0
SDO09;1140220;Skålen 20_B;B;2034;0
SDO09;1140220;Västra Hagastaden, kv. 38N_B;B;2025;0
SDO09;1140220;Västra Hagastaden, kv. 38N_B;B;2026;0
SDO09;1140220;Västra Hagastaden, kv. 38N_B;B;2027;0
SDO09;1140220;Västra Hagastaden, kv. 38N_B;B;2028;0
SDO09;1140220;Västra Hagastaden, kv. 38N_B;B;2029;0
SDO09;1140220;Västra Hagastaden, kv. 38N_B;B;2030;0
SDO09;1140220;Västra Hagastaden, kv. 38N_B;B;2031;20
SDO09;1140220;Västra Hagastaden, kv. 38N_B;B;2032;20
SDO09;1140220;Västra Hagastaden, kv. 38N_B;B;2033;0
SDO09;1140220;Västra Hagastaden, kv. 38N_B;B;2034;0
SDO09;1140220;Västra Hagastaden, kv. 38S_Ä;Ä;2025;0
SDO09;1140220;Västra Hagastaden, kv. 38S_Ä;Ä;2026;0
SDO09;1140220;Västra Hagastaden, kv. 38S_Ä;Ä;2027;0
SDO09;1140220;Västra Hagastaden, kv. 38S_Ä;Ä;2028;0
SDO09;1140220;Västra Hagastaden, kv. 38S_Ä;Ä;2029;0
SDO09;1140220;Västra Hagastaden, kv. 38S_Ä;Ä;2030;0
SDO09;1140220;Västra Hagastaden, kv. 38S_Ä;Ä;2031;0
SDO09;1140220;Västra Hagastaden, kv. 38S_Ä;Ä;2032;20
SDO09;1140220;Västra Hagastaden, kv. 38S_Ä;Ä;2033;20
SDO09;1140220;Västra Hagastaden, kv. 38S_Ä;Ä;2034;20
SDO09;1140220;Västra Hagastaden, kv. 39_B;B;2025;0
SDO09;1140220;Västra Hagastaden, kv. 39_B;B;2026;0
SDO09;1140220;Västra Hagastaden, kv. 39_B;B;2027;0
SDO09;1140220;Västra Hagastaden, kv. 39_B;B;2028;0
SDO09;1140220;Västra Hagastaden, kv. 39_B;B;2029;0
SDO09;1140220;Västra Hagastaden, kv. 39_B;B;2030;0
SDO09;1140220;Västra Hagastaden, kv. 39_B;B;2031;0
SDO09;1140220;Västra Hagastaden, kv. 39_B;B;2032;0
SDO09;1140220;Västra Hagastaden, kv. 39_B;B;2033;20
SDO09;1140220;Västra Hagastaden, kv. 39_B;B;2034;20
SDO09;1210151;Sperlingens backe 56_B;B;2025;0
SDO09;1210151;Sperlingens backe 56_B;B;2026;7
SDO09;1210151;Sperlingens backe 56_B;B;2027;0
SDO09;1210151;Sperlingens backe 56_B;B;2028;0
SDO09;1210151;Sperlingens backe 56_B;B;2029;0
SDO09;1210151;Sperlingens backe 56_B;B;2030;0
SDO09;1210151;Sperlingens backe 56_B;B;2031;0
SDO09;1210151;Sperlingens backe 56_B;B;2032;0
SDO09;1210151;Sperlingens backe 56_B;B;2033;0
SDO09;1210151;Sperlingens backe 56_B;B;2034;0
SDO09;1210161;Humlegårdsmästaren 4 och 5_H;H;2025;0
SDO09;1210161;Humlegårdsmästaren 4 och 5_H;H;2026;0
SDO09;1210161;Humlegårdsmästaren 4 och 5_H;H;2027;0
SDO09;1210161;Humlegårdsmästaren 4 och 5_H;H;2028;6
SDO09;1210161;Humlegårdsmästaren 4 och 5_H;H;2029;6
SDO09;1210161;Humlegårdsmästaren 4 och 5_H;H;2030;0
SDO09;1210161;Humlegårdsmästaren 4 och 5_H;H;2031;0
SDO09;1210161;Humlegårdsmästaren 4 och 5_H;H;2032;0
SDO09;1210161;Humlegårdsmästaren 4 och 5_H;H;2033;0
SDO09;1210161;Humlegårdsmästaren 4 och 5_H;H;2034;0
SDO09;1210171;Hjorten 23_S;S;2025;0
SDO09;1210171;Hjorten 23_S;S;2026;0
SDO09;1210171;Hjorten 23_S;S;2027;0
SDO09;1210171;Hjorten 23_S;S;2028;5
SDO09;1210171;Hjorten 23_S;S;2029;0
SDO09;1210171;Hjorten 23_S;S;2030;0
SDO09;1210171;Hjorten 23_S;S;2031;0
SDO09;1210171;Hjorten 23_S;S;2032;0
SDO09;1210171;Hjorten 23_S;S;2033;0
SDO09;1210171;Hjorten 23_S;S;2034;0
SDO09;1210220;Forum (Roslagsbanan)_U;U;2025;0
SDO09;1210220;Forum (Roslagsbanan)_U;U;2026;0
SDO09;1210220;Forum (Roslagsbanan)_U;U;2027;0
SDO09;1210220;Forum (Roslagsbanan)_U;U;2028;0
SDO09;1210220;Forum (Roslagsbanan)_U;U;2029;40
SDO09;1210220;Forum (Roslagsbanan)_U;U;2030;40
SDO09;1210220;Forum (Roslagsbanan)_U;U;2031;0
SDO09;1210220;Forum (Roslagsbanan)_U;U;2032;0
SDO09;1210220;Forum (Roslagsbanan)_U;U;2033;0
SDO09;1210220;Forum (Roslagsbanan)_U;U;2034;0
SDO09;1210320;Lappkärrsberget_U;U;2025;0
SDO09;1210320;Lappkärrsberget_U;U;2026;0
