SDO;basomr;projekt;beftyp;ar;Summa av lgh
SDO01;2240130;Bodil 1_H;H;2025;0
SDO01;2240130;Bodil 1_H;H;2026;0
SDO01;2240130;Bodil 1_H;H;2027;0
SDO01;2240130;Bodil 1_H;H;2028;33
SDO01;2240130;Bodil 1_H;H;2029;100
SDO01;2240130;Bodil 1_H;H;2030;0
SDO01;2240130;Bodil 1_H;H;2031;0
SDO01;2240130;Bodil 1_H;H;2032;0
SDO01;2240130;Bodil 1_H;H;2033;0
SDO01;2240130;Bodil 1_H;H;2034;0
SDO01;2240130;Bromsten:    s+_S;S;2025;0
SDO01;2240130;Bromsten:    s+_S;S;2026;3
SDO01;2240130;Bromsten:    s+_S;S;2027;3
SDO01;2240130;Bromsten:    s+_S;S;2028;3
SDO01;2240130;Bromsten:    s+_S;S;2029;3
SDO01;2240130;Bromsten:    s+_S;S;2030;3
SDO01;2240130;Bromsten:    s+_S;S;2031;3
SDO01;2240130;Bromsten:    s+_S;S;2032;3
SDO01;2240130;Bromsten:    s+_S;S;2033;3
SDO01;2240130;Bromsten:    s+_S;S;2034;3
SDO01;2240130;Bromstensgluggen br_B;B;2025;0
SDO01;2240130;Bromstensgluggen br_B;B;2026;0
SDO01;2240130;Bromstensgluggen br_B;B;2027;0
SDO01;2240130;Bromstensgluggen br_B;B;2028;0
SDO01;2240130;Bromstensgluggen br_B;B;2029;35
SDO01;2240130;Bromstensgluggen br_B;B;2030;35
SDO01;2240130;Bromstensgluggen br_B;B;2031;35
SDO01;2240130;Bromstensgluggen br_B;B;2032;35
SDO01;2240130;Bromstensgluggen br_B;B;2033;35
SDO01;2240130;Bromstensgluggen br_B;B;2034;35
SDO01;2240130;Bromstensgluggen hr_H;H;2025;0
SDO01;2240130;Bromstensgluggen hr_H;H;2026;0
SDO01;2240130;Bromstensgluggen hr_H;H;2027;0
SDO01;2240130;Bromstensgluggen hr_H;H;2028;0
SDO01;2240130;Bromstensgluggen hr_H;H;2029;0
SDO01;2240130;Bromstensgluggen hr_H;H;2030;0
SDO01;2240130;Bromstensgluggen hr_H;H;2031;40
SDO01;2240130;Bromstensgluggen hr_H;H;2032;40
SDO01;2240130;Bromstensgluggen hr_H;H;2033;40
SDO01;2240130;Bromstensgluggen hr_H;H;2034;35
SDO01;2240130;Bromstensgluggen LSS_L;L;2025;0
SDO01;2240130;Bromstensgluggen LSS_L;L;2026;0
SDO01;2240130;Bromstensgluggen LSS_L;L;2027;0
SDO01;2240130;Bromstensgluggen LSS_L;L;2028;0
SDO01;2240130;Bromstensgluggen LSS_L;L;2029;0
SDO01;2240130;Bromstensgluggen LSS_L;L;2030;0
SDO01;2240130;Bromstensgluggen LSS_L;L;2031;16
SDO01;2240130;Bromstensgluggen LSS_L;L;2032;16
SDO01;2240130;Bromstensgluggen LSS_L;L;2033;0
SDO01;2240130;Bromstensgluggen LSS_L;L;2034;0
SDO01;2240130;Bromstensstaden kv Lunden_H;H;2025;0
SDO01;2240130;Bromstensstaden kv Lunden_H;H;2026;50
SDO01;2240130;Bromstensstaden kv Lunden_H;H;2027;50
SDO01;2240130;Bromstensstaden kv Lunden_H;H;2028;50
SDO01;2240130;Bromstensstaden kv Lunden_H;H;2029;0
SDO01;2240130;Bromstensstaden kv Lunden_H;H;2030;0
SDO01;2240130;Bromstensstaden kv Lunden_H;H;2031;0
SDO01;2240130;Bromstensstaden kv Lunden_H;H;2032;0
SDO01;2240130;Bromstensstaden kv Lunden_H;H;2033;0
SDO01;2240130;Bromstensstaden kv Lunden_H;H;2034;0
SDO01;2240130;Bromstensstaden kv Tora_B;B;2025;0
SDO01;2240130;Bromstensstaden kv Tora_B;B;2026;0
SDO01;2240130;Bromstensstaden kv Tora_B;B;2027;40
SDO01;2240130;Bromstensstaden kv Tora_B;B;2028;81
SDO01;2240130;Bromstensstaden kv Tora_B;B;2029;41
SDO01;2240130;Bromstensstaden kv Tora_B;B;2030;0
SDO01;2240130;Bromstensstaden kv Tora_B;B;2031;0
SDO01;2240130;Bromstensstaden kv Tora_B;B;2032;0
SDO01;2240130;Bromstensstaden kv Tora_B;B;2033;0
SDO01;2240130;Bromstensstaden kv Tora_B;B;2034;0
SDO01;2240130;Ester 1_B;B;2025;30
SDO01;2240130;Ester 1_B;B;2026;0
SDO01;2240130;Ester 1_B;B;2027;0
SDO01;2240130;Ester 1_B;B;2028;0
SDO01;2240130;Ester 1_B;B;2029;0
SDO01;2240130;Ester 1_B;B;2030;0
SDO01;2240130;Ester 1_B;B;2031;0
SDO01;2240130;Ester 1_B;B;2032;0
SDO01;2240130;Ester 1_B;B;2033;0
SDO01;2240130;Ester 1_B;B;2034;0
SDO01;2240130;Freja_S;S;2025;2
SDO01;2240130;Freja_S;S;2026;0
SDO01;2240130;Freja_S;S;2027;0
SDO01;2240130;Freja_S;S;2028;0
SDO01;2240130;Freja_S;S;2029;0
SDO01;2240130;Freja_S;S;2030;0
SDO01;2240130;Freja_S;S;2031;0
SDO01;2240130;Freja_S;S;2032;0
SDO01;2240130;Freja_S;S;2033;0
SDO01;2240130;Freja_S;S;2034;0
SDO01;2240130;Gerda_H;H;2025;338
SDO01;2240130;Gerda_H;H;2026;0
SDO01;2240130;Gerda_H;H;2027;0
SDO01;2240130;Gerda_H;H;2028;0
SDO01;2240130;Gerda_H;H;2029;0
SDO01;2240130;Gerda_H;H;2030;0
SDO01;2240130;Gerda_H;H;2031;0
SDO01;2240130;Gerda_H;H;2032;0
SDO01;2240130;Gerda_H;H;2033;0
SDO01;2240130;Gerda_H;H;2034;0
SDO01;2240130;Tora 6_B3;B3;2025;110
SDO01;2240130;Tora 6_B3;B3;2026;0
SDO01;2240130;Tora 6_B3;B3;2027;0
SDO01;2240130;Tora 6_B3;B3;2028;0
SDO01;2240130;Tora 6_B3;B3;2029;0
SDO01;2240130;Tora 6_B3;B3;2030;0
SDO01;2240130;Tora 6_B3;B3;2031;0
SDO01;2240130;Tora 6_B3;B3;2032;0
SDO01;2240130;Tora 6_B3;B3;2033;0
SDO01;2240130;Tora 6_B3;B3;2034;0
SDO01;2240200;Fjället_S;S;2025;1
SDO01;2240200;Fjället_S;S;2026;0
SDO01;2240200;Fjället_S;S;2027;0
SDO01;2240200;Fjället_S;S;2028;0
SDO01;2240200;Fjället_S;S;2029;0
SDO01;2240200;Fjället_S;S;2030;0
SDO01;2240200;Fjället_S;S;2031;0
SDO01;2240200;Fjället_S;S;2032;0
SDO01;2240200;Fjället_S;S;2033;0
SDO01;2240200;Fjället_S;S;2034;0
SDO01;2240200;Flysta:          s+_S;S;2025;0
SDO01;2240200;Flysta:          s+_S;S;2026;2
SDO01;2240200;Flysta:          s+_S;S;2027;2
SDO01;2240200;Flysta:          s+_S;S;2028;2
SDO01;2240200;Flysta:          s+_S;S;2029;2
SDO01;2240200;Flysta:          s+_S;S;2030;2
SDO01;2240200;Flysta:          s+_S;S;2031;2
SDO01;2240200;Flysta:          s+_S;S;2032;2
SDO01;2240200;Flysta:          s+_S;S;2033;2
SDO01;2240200;Flysta:          s+_S;S;2034;0
SDO01;2240621;Esbjörn 1_H;H;2025;0
SDO01;2240621;Esbjörn 1_H;H;2026;0
SDO01;2240621;Esbjörn 1_H;H;2027;0
SDO01;2240621;Esbjörn 1_H;H;2028;0
SDO01;2240621;Esbjörn 1_H;H;2029;0
SDO01;2240621;Esbjörn 1_H;H;2030;0
SDO01;2240621;Esbjörn 1_H;H;2031;35
SDO01;2240621;Esbjörn 1_H;H;2032;35
SDO01;2240621;Esbjörn 1_H;H;2033;35
SDO01;2240621;Esbjörn 1_H;H;2034;35
SDO01;2240622;Hedvig 7_B;B;2025;0
SDO01;2240622;Hedvig 7_B;B;2026;0
SDO01;2240622;Hedvig 7_B;B;2027;0
SDO01;2240622;Hedvig 7_B;B;2028;50
SDO01;2240622;Hedvig 7_B;B;2029;50
SDO01;2240622;Hedvig 7_B;B;2030;0
SDO01;2240622;Hedvig 7_B;B;2031;0
SDO01;2240622;Hedvig 7_B;B;2032;0
SDO01;2240622;Hedvig 7_B;B;2033;0
SDO01;2240622;Hedvig 7_B;B;2034;0
SDO01;2240622;Solhöjden_S;S;2025;0
SDO01;2240622;Solhöjden_S;S;2026;0
SDO01;2240622;Solhöjden_S;S;2027;0
SDO01;2240622;Solhöjden_S;S;2028;0
SDO01;2240622;Solhöjden_S;S;2029;0
SDO01;2240622;Solhöjden_S;S;2030;2
SDO01;2240622;Solhöjden_S;S;2031;4
SDO01;2240622;Solhöjden_S;S;2032;4
SDO01;2240622;Solhöjden_S;S;2033;0
SDO01;2240622;Solhöjden_S;S;2034;0
SDO01;2240622;Spångaviadukten 55 +_Ä;Ä;2025;0
SDO01;2240622;Spångaviadukten 55 +_Ä;Ä;2026;20
SDO01;2240622;Spångaviadukten 55 +_Ä;Ä;2027;42
SDO01;2240622;Spångaviadukten 55 +_Ä;Ä;2028;0
SDO01;2240622;Spångaviadukten 55 +_Ä;Ä;2029;0
SDO01;2240622;Spångaviadukten 55 +_Ä;Ä;2030;0
SDO01;2240622;Spångaviadukten 55 +_Ä;Ä;2031;0
SDO01;2240622;Spångaviadukten 55 +_Ä;Ä;2032;0
SDO01;2240622;Spångaviadukten 55 +_Ä;Ä;2033;0
SDO01;2240622;Spångaviadukten 55 +_Ä;Ä;2034;0
SDO01;2240622;Spångaviadukten br_B;B;2025;0
SDO01;2240622;Spångaviadukten br_B;B;2026;0
SDO01;2240622;Spångaviadukten br_B;B;2027;82
SDO01;2240622;Spångaviadukten br_B;B;2028;0
SDO01;2240622;Spångaviadukten br_B;B;2029;0
SDO01;2240622;Spångaviadukten br_B;B;2030;0
SDO01;2240622;Spångaviadukten br_B;B;2031;0
SDO01;2240622;Spångaviadukten br_B;B;2032;0
SDO01;2240622;Spångaviadukten br_B;B;2033;0
SDO01;2240622;Spångaviadukten br_B;B;2034;0
SDO01;2240632;Solhem:        s+_S;S;2025;0
SDO01;2240632;Solhem:        s+_S;S;2026;2
SDO01;2240632;Solhem:        s+_S;S;2027;2
SDO01;2240632;Solhem:        s+_S;S;2028;2
SDO01;2240632;Solhem:        s+_S;S;2029;2
SDO01;2240632;Solhem:        s+_S;S;2030;2
SDO01;2240632;Solhem:        s+_S;S;2031;2
SDO01;2240632;Solhem:        s+_S;S;2032;2
SDO01;2240632;Solhem:        s+_S;S;2033;2
SDO01;2240632;Solhem:        s+_S;S;2034;2
SDO01;2240640;Folke_S;S;2025;0
SDO01;2240640;Folke_S;S;2026;1
SDO01;2240640;Folke_S;S;2027;0
SDO01;2240640;Folke_S;S;2028;0
SDO01;2240640;Folke_S;S;2029;0
SDO01;2240640;Folke_S;S;2030;0
SDO01;2240640;Folke_S;S;2031;0
SDO01;2240640;Folke_S;S;2032;0
SDO01;2240640;Folke_S;S;2033;0
SDO01;2240640;Folke_S;S;2034;0
SDO01;2240700;Ikonen 4_H;H;2025;8
SDO01;2240700;Ikonen 4_H;H;2026;0
SDO01;2240700;Ikonen 4_H;H;2027;0
SDO01;2240700;Ikonen 4_H;H;2028;0
SDO01;2240700;Ikonen 4_H;H;2029;0
SDO01;2240700;Ikonen 4_H;H;2030;0
SDO01;2240700;Ikonen 4_H;H;2031;0
SDO01;2240700;Ikonen 4_H;H;2032;0
SDO01;2240700;Ikonen 4_H;H;2033;0
SDO01;2240700;Ikonen 4_H;H;2034;0
SDO01;2240700;Sundby:        s+_S;S;2025;0
SDO01;2240700;Sundby:        s+_S;S;2026;2
SDO01;2240700;Sundby:        s+_S;S;2027;2
SDO01;2240700;Sundby:        s+_S;S;2028;2
SDO01;2240700;Sundby:        s+_S;S;2029;2
SDO01;2240700;Sundby:        s+_S;S;2030;2
SDO01;2240700;Sundby:        s+_S;S;2031;2
SDO01;2240700;Sundby:        s+_S;S;2032;2
SDO01;2240700;Sundby:        s+_S;S;2033;2
SDO01;2240700;Sundby:        s+_S;S;2034;2
SDO01;2240822;Kallinge 2_P;P;2025;0
SDO01;2240822;Kallinge 2_P;P;2026;80
SDO01;2240822;Kallinge 2_P;P;2027;0
SDO01;2240822;Kallinge 2_P;P;2028;0
SDO01;2240822;Kallinge 2_P;P;2029;0
SDO01;2240822;Kallinge 2_P;P;2030;0
SDO01;2240822;Kallinge 2_P;P;2031;0
SDO01;2240822;Kallinge 2_P;P;2032;0
SDO01;2240822;Kallinge 2_P;P;2033;0
SDO01;2240822;Kallinge 2_P;P;2034;0
SDO01;2240822;Tenstaterrassen_B;B;2025;0
SDO01;2240822;Tenstaterrassen_B;B;2026;0
SDO01;2240822;Tenstaterrassen_B;B;2027;0
SDO01;2240822;Tenstaterrassen_B;B;2028;90
SDO01;2240822;Tenstaterrassen_B;B;2029;67
SDO01;2240822;Tenstaterrassen_B;B;2030;60
SDO01;2240822;Tenstaterrassen_B;B;2031;0
SDO01;2240822;Tenstaterrassen_B;B;2032;0
SDO01;2240822;Tenstaterrassen_B;B;2033;0
SDO01;2240822;Tenstaterrassen_B;B;2034;0
SDO01;2240822;Tenstaterrassen_H;H;2025;0
SDO01;2240822;Tenstaterrassen_H;H;2026;0
SDO01;2240822;Tenstaterrassen_H;H;2027;30
SDO01;2240822;Tenstaterrassen_H;H;2028;30
SDO01;2240822;Tenstaterrassen_H;H;2029;0
SDO01;2240822;Tenstaterrassen_H;H;2030;0
SDO01;2240822;Tenstaterrassen_H;H;2031;0
SDO01;2240822;Tenstaterrassen_H;H;2032;0
SDO01;2240822;Tenstaterrassen_H;H;2033;0
SDO01;2240822;Tenstaterrassen_H;H;2034;0
SDO01;2240822;Västra Tenstaterrassen 1_H;H;2025;0
SDO01;2240822;Västra Tenstaterrassen 1_H;H;2026;31
SDO01;2240822;Västra Tenstaterrassen 1_H;H;2027;30
SDO01;2240822;Västra Tenstaterrassen 1_H;H;2028;0
SDO01;2240822;Västra Tenstaterrassen 1_H;H;2029;0
SDO01;2240822;Västra Tenstaterrassen 1_H;H;2030;0
SDO01;2240822;Västra Tenstaterrassen 1_H;H;2031;0
SDO01;2240822;Västra Tenstaterrassen 1_H;H;2032;0
SDO01;2240822;Västra Tenstaterrassen 1_H;H;2033;0
SDO01;2240822;Västra Tenstaterrassen 1_H;H;2034;0
SDO01;2240822;Västra Tenstaterrassen 2_H;H;2025;0
SDO01;2240822;Västra Tenstaterrassen 2_H;H;2026;0
SDO01;2240822;Västra Tenstaterrassen 2_H;H;2027;30
SDO01;2240822;Västra Tenstaterrassen 2_H;H;2028;33
SDO01;2240822;Västra Tenstaterrassen 2_H;H;2029;0
SDO01;2240822;Västra Tenstaterrassen 2_H;H;2030;0
SDO01;2240822;Västra Tenstaterrassen 2_H;H;2031;0
SDO01;2240822;Västra Tenstaterrassen 2_H;H;2032;0
SDO01;2240822;Västra Tenstaterrassen 2_H;H;2033;0
SDO01;2240822;Västra Tenstaterrassen 2_H;H;2034;0
SDO01;2240822;Västra Tenstaterrassen 3_H;H;2025;0
SDO01;2240822;Västra Tenstaterrassen 3_H;H;2026;0
SDO01;2240822;Västra Tenstaterrassen 3_H;H;2027;33
SDO01;2240822;Västra Tenstaterrassen 3_H;H;2028;30
SDO01;2240822;Västra Tenstaterrassen 3_H;H;2029;0
SDO01;2240822;Västra Tenstaterrassen 3_H;H;2030;0
SDO01;2240822;Västra Tenstaterrassen 3_H;H;2031;0
SDO01;2240822;Västra Tenstaterrassen 3_H;H;2032;0
SDO01;2240822;Västra Tenstaterrassen 3_H;H;2033;0
SDO01;2240822;Västra Tenstaterrassen 3_H;H;2034;0
SDO01;2260120;Mariehamn_H;H;2025;0
SDO01;2260120;Mariehamn_H;H;2026;0
SDO01;2260120;Mariehamn_H;H;2027;0
SDO01;2260120;Mariehamn_H;H;2028;0
SDO01;2260120;Mariehamn_H;H;2029;0
SDO01;2260120;Mariehamn_H;H;2030;0
SDO01;2260120;Mariehamn_H;H;2031;20
SDO01;2260120;Mariehamn_H;H;2032;20
SDO01;2260120;Mariehamn_H;H;2033;20
SDO01;2260120;Mariehamn_H;H;2034;20
SDO01;2260220;Tönsberg 4_L;L;2025;0
SDO01;2260220;Tönsberg 4_L;L;2026;6
SDO01;2260220;Tönsberg 4_L;L;2027;0
SDO01;2260220;Tönsberg 4_L;L;2028;0
SDO01;2260220;Tönsberg 4_L;L;2029;0
SDO01;2260220;Tönsberg 4_L;L;2030;0
SDO01;2260220;Tönsberg 4_L;L;2031;0
SDO01;2260220;Tönsberg 4_L;L;2032;0
SDO01;2260220;Tönsberg 4_L;L;2033;0
SDO01;2260220;Tönsberg 4_L;L;2034;0
SDO01;2260310;Danmark 2_H;H;2025;0
SDO01;2260310;Danmark 2_H;H;2026;0
SDO01;2260310;Danmark 2_H;H;2027;0
SDO01;2260310;Danmark 2_H;H;2028;0
SDO01;2260310;Danmark 2_H;H;2029;0
SDO01;2260310;Danmark 2_H;H;2030;0
SDO01;2260310;Danmark 2_H;H;2031;20
SDO01;2260310;Danmark 2_H;H;2032;20
SDO01;2260310;Danmark 2_H;H;2033;20
SDO01;2260310;Danmark 2_H;H;2034;20
SDO01;2260361;Hekla_H;H;2025;0
SDO01;2260361;Hekla_H;H;2026;0
SDO01;2260361;Hekla_H;H;2027;0
SDO01;2260361;Hekla_H;H;2028;0
SDO01;2260361;Hekla_H;H;2029;0
SDO01;2260361;Hekla_H;H;2030;0
SDO01;2260361;Hekla_H;H;2031;0
SDO01;2260361;Hekla_H;H;2032;0
SDO01;2260361;Hekla_H;H;2033;20
SDO01;2260361;Hekla_H;H;2034;20
SDO01;2260361;Skalholt (Kista Square Garden)_H;H;2025;0
SDO01;2260361;Skalholt (Kista Square Garden)_H;H;2026;0
SDO01;2260361;Skalholt (Kista Square Garden)_H;H;2027;120
SDO01;2260361;Skalholt (Kista Square Garden)_H;H;2028;120
SDO01;2260361;Skalholt (Kista Square Garden)_H;H;2029;0
SDO01;2260361;Skalholt (Kista Square Garden)_H;H;2030;0
SDO01;2260361;Skalholt (Kista Square Garden)_H;H;2031;0
SDO01;2260361;Skalholt (Kista Square Garden)_H;H;2032;0
SDO01;2260361;Skalholt (Kista Square Garden)_H;H;2033;0
SDO01;2260361;Skalholt (Kista Square Garden)_H;H;2034;0
SDO01;2260361;Skalholt (Kista Square Garden)_H1;H1;2025;0
SDO01;2260361;Skalholt (Kista Square Garden)_H1;H1;2026;192
SDO01;2260361;Skalholt (Kista Square Garden)_H1;H1;2027;0
SDO01;2260361;Skalholt (Kista Square Garden)_H1;H1;2028;0
SDO01;2260361;Skalholt (Kista Square Garden)_H1;H1;2029;0
SDO01;2260361;Skalholt (Kista Square Garden)_H1;H1;2030;0
SDO01;2260361;Skalholt (Kista Square Garden)_H1;H1;2031;0
SDO01;2260361;Skalholt (Kista Square Garden)_H1;H1;2032;0
SDO01;2260361;Skalholt (Kista Square Garden)_H1;H1;2033;0
SDO01;2260361;Skalholt (Kista Square Garden)_H1;H1;2034;0
SDO01;2260361;Skalholt (Kista Square Garden)_H2;H2;2025;0
SDO01;2260361;Skalholt (Kista Square Garden)_H2;H2;2026;9
SDO01;2260361;Skalholt (Kista Square Garden)_H2;H2;2027;0
SDO01;2260361;Skalholt (Kista Square Garden)_H2;H2;2028;0
SDO01;2260361;Skalholt (Kista Square Garden)_H2;H2;2029;0
SDO01;2260361;Skalholt (Kista Square Garden)_H2;H2;2030;0
SDO01;2260361;Skalholt (Kista Square Garden)_H2;H2;2031;0
SDO01;2260361;Skalholt (Kista Square Garden)_H2;H2;2032;0
SDO01;2260361;Skalholt (Kista Square Garden)_H2;H2;2033;0
SDO01;2260361;Skalholt (Kista Square Garden)_H2;H2;2034;0
SDO01;2260361;Skalholt (the hub)_B;B;2025;0
SDO01;2260361;Skalholt (the hub)_B;B;2026;0
SDO01;2260361;Skalholt (the hub)_B;B;2027;140
SDO01;2260361;Skalholt (the hub)_B;B;2028;150
SDO01;2260361;Skalholt (the hub)_B;B;2029;140
SDO01;2260361;Skalholt (the hub)_B;B;2030;0
SDO01;2260361;Skalholt (the hub)_B;B;2031;0
SDO01;2260361;Skalholt (the hub)_B;B;2032;0
SDO01;2260361;Skalholt (the hub)_B;B;2033;0
SDO01;2260361;Skalholt (the hub)_B;B;2034;0
SDO01;2260363;Isafjord 1_B;B;2025;0
SDO01;2260363;Isafjord 1_B;B;2026;0
SDO01;2260363;Isafjord 1_B;B;2027;0
SDO01;2260363;Isafjord 1_B;B;2028;0
SDO01;2260363;Isafjord 1_B;B;2029;0
SDO01;2260363;Isafjord 1_B;B;2030;30
SDO01;2260363;Isafjord 1_B;B;2031;30
SDO01;2260363;Isafjord 1_B;B;2032;30
SDO01;2260363;Isafjord 1_B;B;2033;30
SDO01;2260363;Isafjord 1_B;B;2034;30
SDO01;2260370;Grenå_B;B;2025;0
SDO01;2260370;Grenå_B;B;2026;0
SDO01;2260370;Grenå_B;B;2027;0
SDO01;2260370;Grenå_B;B;2028;0
SDO01;2260370;Grenå_B;B;2029;0
SDO01;2260370;Grenå_B;B;2030;0
SDO01;2260370;Grenå_B;B;2031;0
SDO01;2260370;Grenå_B;B;2032;30
SDO01;2260370;Grenå_B;B;2033;30
SDO01;2260370;Grenå_B;B;2034;30
SDO01;2260370;Grindavik_S;S;2025;1
SDO01;2260370;Grindavik_S;S;2026;0
SDO01;2260370;Grindavik_S;S;2027;0
SDO01;2260370;Grindavik_S;S;2028;0
SDO01;2260370;Grindavik_S;S;2029;0
SDO01;2260370;Grindavik_S;S;2030;0
SDO01;2260370;Grindavik_S;S;2031;0
SDO01;2260370;Grindavik_S;S;2032;0
SDO01;2260370;Grindavik_S;S;2033;0
SDO01;2260370;Grindavik_S;S;2034;0
SDO01;2260370;Hattarvik_B;B;2025;0
SDO01;2260370;Hattarvik_B;B;2026;0
SDO01;2260370;Hattarvik_B;B;2027;88
SDO01;2260370;Hattarvik_B;B;2028;139
SDO01;2260370;Hattarvik_B;B;2029;0
SDO01;2260370;Hattarvik_B;B;2030;0
SDO01;2260370;Hattarvik_B;B;2031;0
SDO01;2260370;Hattarvik_B;B;2032;0
SDO01;2260370;Hattarvik_B;B;2033;0
SDO01;2260370;Hattarvik_B;B;2034;0
SDO01;2260370;Hestur 1_H;H;2025;61
SDO01;2260370;Hestur 1_H;H;2026;0
SDO01;2260370;Hestur 1_H;H;2027;0
SDO01;2260370;Hestur 1_H;H;2028;0
SDO01;2260370;Hestur 1_H;H;2029;0
SDO01;2260370;Hestur 1_H;H;2030;0
SDO01;2260370;Hestur 1_H;H;2031;0
SDO01;2260370;Hestur 1_H;H;2032;0
SDO01;2260370;Hestur 1_H;H;2033;0
SDO01;2260370;Hestur 1_H;H;2034;0
SDO01;2260370;Hestur 1_U;U;2025;32
SDO01;2260370;Hestur 1_U;U;2026;0
SDO01;2260370;Hestur 1_U;U;2027;0
SDO01;2260370;Hestur 1_U;U;2028;0
SDO01;2260370;Hestur 1_U;U;2029;0
SDO01;2260370;Hestur 1_U;U;2030;0
SDO01;2260370;Hestur 1_U;U;2031;0
SDO01;2260370;Hestur 1_U;U;2032;0
SDO01;2260370;Hestur 1_U;U;2033;0
SDO01;2260370;Hestur 1_U;U;2034;0
SDO01;2260370;Kista Äng, Kv 9_B;B;2025;0
SDO01;2260370;Kista Äng, Kv 9_B;B;2026;0
SDO01;2260370;Kista Äng, Kv 9_B;B;2027;0
SDO01;2260370;Kista Äng, Kv 9_B;B;2028;0
SDO01;2260370;Kista Äng, Kv 9_B;B;2029;40
SDO01;2260370;Kista Äng, Kv 9_B;B;2030;40
SDO01;2260370;Kista Äng, Kv 9_B;B;2031;50
SDO01;2260370;Kista Äng, Kv 9_B;B;2032;40
SDO01;2260370;Kista Äng, Kv 9_B;B;2033;50
SDO01;2260370;Kista Äng, Kv 9_B;B;2034;0
SDO01;2260370;Klaksvik 1_B;B;2025;0
SDO01;2260370;Klaksvik 1_B;B;2026;0
SDO01;2260370;Klaksvik 1_B;B;2027;130
SDO01;2260370;Klaksvik 1_B;B;2028;180
SDO01;2260370;Klaksvik 1_B;B;2029;0
SDO01;2260370;Klaksvik 1_B;B;2030;0
SDO01;2260370;Klaksvik 1_B;B;2031;0
SDO01;2260370;Klaksvik 1_B;B;2032;0
SDO01;2260370;Klaksvik 1_B;B;2033;0
SDO01;2260370;Klaksvik 1_B;B;2034;0
SDO01;2260370;Leirvik 1_H;H;2025;0
SDO01;2260370;Leirvik 1_H;H;2026;102
SDO01;2260370;Leirvik 1_H;H;2027;114
SDO01;2260370;Leirvik 1_H;H;2028;0
SDO01;2260370;Leirvik 1_H;H;2029;0
SDO01;2260370;Leirvik 1_H;H;2030;0
SDO01;2260370;Leirvik 1_H;H;2031;0
SDO01;2260370;Leirvik 1_H;H;2032;0
SDO01;2260370;Leirvik 1_H;H;2033;0
SDO01;2260370;Leirvik 1_H;H;2034;0
SDO01;2260370;Lilla Dimun 1_H;H;2025;24
SDO01;2260370;Lilla Dimun 1_H;H;2026;200
SDO01;2260370;Lilla Dimun 1_H;H;2027;0
SDO01;2260370;Lilla Dimun 1_H;H;2028;0
SDO01;2260370;Lilla Dimun 1_H;H;2029;0
SDO01;2260370;Lilla Dimun 1_H;H;2030;0
SDO01;2260370;Lilla Dimun 1_H;H;2031;0
SDO01;2260370;Lilla Dimun 1_H;H;2032;0
SDO01;2260370;Lilla Dimun 1_H;H;2033;0
SDO01;2260370;Lilla Dimun 1_H;H;2034;0
SDO01;2260370;Odde 1_B;B;2025;0
SDO01;2260370;Odde 1_B;B;2026;0
SDO01;2260370;Odde 1_B;B;2027;0
SDO01;2260370;Odde 1_B;B;2028;0
SDO01;2260370;Odde 1_B;B;2029;0
SDO01;2260370;Odde 1_B;B;2030;0
SDO01;2260370;Odde 1_B;B;2031;0
SDO01;2260370;Odde 1_B;B;2032;35
SDO01;2260370;Odde 1_B;B;2033;35
SDO01;2260370;Odde 1_B;B;2034;80
SDO01;2260370;Odde 1_H;H;2025;0
SDO01;2260370;Odde 1_H;H;2026;0
SDO01;2260370;Odde 1_H;H;2027;0
SDO01;2260370;Odde 1_H;H;2028;0
SDO01;2260370;Odde 1_H;H;2029;0
SDO01;2260370;Odde 1_H;H;2030;0
SDO01;2260370;Odde 1_H;H;2031;0
SDO01;2260370;Odde 1_H;H;2032;35
SDO01;2260370;Odde 1_H;H;2033;35
SDO01;2260370;Odde 1_H;H;2034;80
SDO01;2260370;Odde 1_U;U;2025;0
SDO01;2260370;Odde 1_U;U;2026;0
SDO01;2260370;Odde 1_U;U;2027;0
SDO01;2260370;Odde 1_U;U;2028;0
SDO01;2260370;Odde 1_U;U;2029;0
SDO01;2260370;Odde 1_U;U;2030;36
SDO01;2260370;Odde 1_U;U;2031;40
SDO01;2260370;Odde 1_U;U;2032;40
SDO01;2260370;Odde 1_U;U;2033;30
SDO01;2260370;Odde 1_U;U;2034;0
SDO01;2260370;Torshamn 1, LSS_L;L;2025;12
SDO01;2260370;Torshamn 1, LSS_L;L;2026;0
SDO01;2260370;Torshamn 1, LSS_L;L;2027;0
SDO01;2260370;Torshamn 1, LSS_L;L;2028;0
SDO01;2260370;Torshamn 1, LSS_L;L;2029;0
SDO01;2260370;Torshamn 1, LSS_L;L;2030;0
SDO01;2260370;Torshamn 1, LSS_L;L;2031;0
SDO01;2260370;Torshamn 1, LSS_L;L;2032;0
SDO01;2260370;Torshamn 1, LSS_L;L;2033;0
SDO01;2260370;Torshamn 1, LSS_L;L;2034;0
SDO01;2260370;Torshamn 1_H;H;2025;132
SDO01;2260370;Torshamn 1_H;H;2026;0
SDO01;2260370;Torshamn 1_H;H;2027;0
SDO01;2260370;Torshamn 1_H;H;2028;0
SDO01;2260370;Torshamn 1_H;H;2029;0
SDO01;2260370;Torshamn 1_H;H;2030;0
SDO01;2260370;Torshamn 1_H;H;2031;0
SDO01;2260370;Torshamn 1_H;H;2032;0
